protocol_name,frac_out,n_pat_out,no_ttt_out,n_pres_out,frac_not,n_pat_not,no_ttt_not,n_pres_not,odds_ratio,fisher_pval,pval_str,drg_no,outlier,drg
IP CTS ICU CARDIAC SURGERY POSTOP,0.051,2,37,159,0.044,17,369,1496,1.17,0.6898819274288606,0.69,2638,lo,EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS
IP MED GENERAL ADMIT,0.097,7,65,98,0.125,46,323,665,0.76,0.6916277535026835,0.692,2344,lo,CVA AND PRECEREBRAL OCCLUSION WITH INFARCTION
IP SUR DAY OF SURGERY ORDERS,0.005,1,186,11,0.012,8,642,31,0.43,0.6922583659106449,0.692,2460,lo,KNEE JOINT REPLACEMENT
IP ONC TUMOR LYSIS SYNDROME TREATMENT,0.036,2,54,44,0.031,12,376,126,1.16,0.6927907857428595,0.693,6427,hi,OTHER CHEMOTHERAPY
SHC CARDIAC EVENT MONITORS,0.012,1,84,2,0.024,8,325,16,0.48,0.6933694611285495,0.693,2474,hi,SPINAL FUSION AND OTHER BACK AND NECK PROCEDURES EXCEPT FOR DISC PROCEDURES
SHC IP NSR ICU STROKE: SUBARACHANOID HEMORRHAGE,0.008,1,122,19,0.017,8,469,214,0.48,0.6939382099128029,0.694,1601,lo,CRANIOTOMY AND ENDOVASCULAR INTRACRANIAL PROCEDURES WITHOUT CC/MCC
RETIRED IP SUBCUTANEOUS INSULIN ORDER SET,0.179,10,46,93,0.153,63,349,463,1.2,0.6941157606399497,0.694,1930,hi,COMBINED ANTERIOR AND POSTERIOR SPINAL FUSION WITH CC
SHC CARDIAC EVENT MONITORS,0.008,1,119,4,0.017,8,462,18,0.49,0.69438097192085,0.694,1599,hi,CRANIOTOMY AND ENDOVASCULAR INTRACRANIAL PROCEDURES WITH MCC
RETIRED IP SUBCUTANEOUS INSULIN ORDER SET,0.113,7,55,50,0.143,71,426,544,0.76,0.6970963404961729,0.697,6268,lo,MAJOR LARGE BOWEL PROCEDURES
ED QUICKLIST - ADULTS,0.329,26,53,210,0.308,164,369,1117,1.1,0.6974975621057609,0.697,2418,lo,CARDIAC ARRHYTHMIA AND CONDUCTION DISORDERS
INTRA-OPERATIVE BLOOD PRODUCT AND TRANSFUSION ORDERS,0.987,75,1,258,0.969,317,10,912,2.37,0.697745785324217,0.698,5613,hi,ENDOVASCULAR CARDIAC VALVE REPLACEMENT AND SUPPLEMENT PROCEDURES WITHOUT MCC
INTRA-OPERATIVE BLOOD PRODUCT AND TRANSFUSION ORDERS,0.97,64,2,179,0.973,328,9,991,0.88,0.6979157561429349,0.698,5613,lo,ENDOVASCULAR CARDIAC VALVE REPLACEMENT AND SUPPLEMENT PROCEDURES WITHOUT MCC
SHC IP PAI PATIENT CONTROLLED ANALGESIA (PCA),0.434,33,43,387,0.405,147,216,1634,1.13,0.7007241084915199,0.701,2376,hi,OTHER RESPIRATORY AND CHEST PROCEDURES
IP RAD NEURORADIOLOGY PRE-PROCEDURE,0.319,29,62,351,0.295,105,251,1349,1.12,0.7009024920017136,0.701,2337,hi,OPEN EXTRACRANIAL VASCULAR PROCEDURES
SVC IP ANE ANESTHESIA PREOP,0.007,1,147,5,0.014,10,721,46,0.49,0.7013707819490056,0.701,2462,hi,DORSAL AND LUMBAR FUSION PROCEDURE EXCEPT FOR CURVATURE OF BACK
RETIRED IP MED ALCOHOL WITHDRAWAL PROPHYLAXIS PROTOCOL,0.022,2,88,4,0.02,12,591,52,1.12,0.7014182881973652,0.701,2259,hi,PSYCHOSES
SHC IP SUBCUTANEOUS INSULIN,0.043,2,45,15,0.038,15,377,123,1.12,0.7016320099245641,0.702,2376,lo,OTHER RESPIRATORY AND CHEST PROCEDURES
SHC IP GYN GENERAL ADMISSION,0.011,1,92,24,0.027,10,357,135,0.39,0.7023648424789126,0.702,2447,hi,OTHER DIGESTIVE SYSTEM DIAGNOSES
SHC ED NURSING TRIAGE STROKE PROTOCOL,0.026,2,75,41,0.023,12,501,288,1.11,0.7027365369155572,0.703,1599,lo,CRANIOTOMY AND ENDOVASCULAR INTRACRANIAL PROCEDURES WITH MCC
SHC ANE ECT PACU ORDERS,0.015,1,65,5,0.036,12,325,60,0.42,0.7029508757762848,0.703,5613,lo,ENDOVASCULAR CARDIAC VALVE REPLACEMENT AND SUPPLEMENT PROCEDURES WITHOUT MCC
"IP VASCULAR ACCESS (PICC, EDPIV, USGPIV)",0.015,1,65,1,0.036,12,325,19,0.42,0.7029508757762848,0.703,5613,lo,ENDOVASCULAR CARDIAC VALVE REPLACEMENT AND SUPPLEMENT PROCEDURES WITHOUT MCC
SHC IP SUBCUTANEOUS INSULIN,0.007,1,145,10,0.014,11,789,85,0.49,0.7039481147987752,0.704,2459,lo,HIP JOINT REPLACEMENT
SHC IP GEN HEPARIN IV INFUSION PROTOCOLS,0.007,1,145,45,0.015,12,788,284,0.45,0.7040633773587135,0.704,2459,lo,HIP JOINT REPLACEMENT
"IP LAB SPECIMEN TESTING, STOOL",0.003,1,300,3,0.007,11,1621,15,0.49,0.704531891363094,0.705,2592,hi,SEPTICEMIA AND DISSEMINATED INFECTIONS
PRE-ADMISSION/PRE-OP ORDERS,0.341,28,54,159,0.369,140,239,742,0.89,0.7047429904310603,0.705,1748,hi,CARDIAC VALVE AND OTHER MAJOR CARDIOTHORACIC PROCEDURES WITHOUT CARDIAC CATHETERIZATION WITH MCC
IP LAB COAGULATION TESTING,0.015,1,67,1,0.032,14,423,40,0.45,0.705171271912688,0.705,2448,lo,"MAJOR PANCREAS, LIVER AND SHUNT PROCEDURES"
IP ICU/CCU GENERAL ADMIT,0.015,1,67,17,0.032,14,423,435,0.45,0.705171271912688,0.705,2448,lo,"MAJOR PANCREAS, LIVER AND SHUNT PROCEDURES"
RETIRED IP SUBCUTANEOUS INSULIN ORDER SET,0.167,11,55,56,0.145,49,288,302,1.18,0.7051969992419647,0.705,5613,lo,ENDOVASCULAR CARDIAC VALVE REPLACEMENT AND SUPPLEMENT PROCEDURES WITHOUT MCC
SHC IP/ED/CDU GEN COMFORT CARE - NON ICU UNITS,0.014,1,71,15,0.03,14,459,235,0.46,0.7054260716681771,0.705,1806,lo,HEART FAILURE AND SHOCK WITH MCC
SHC IP SUBCUTANEOUS INSULIN,0.021,1,47,1,0.045,16,336,98,0.45,0.7059866644122753,0.706,2579,lo,MAJOR HEMATOLOGIC OR IMMUNOLOGIC DIAGNOSES EXCEPT SICKLE CELL CRISIS AND COAGULATION
PRE-ADMISSION/PRE-OP ORDERS,0.865,64,10,606,0.879,457,63,4719,0.88,0.7064780114814395,0.706,1836,lo,MAJOR SMALL AND LARGE BOWEL PROCEDURES WITH CC
RETIRED ED ADMIT,0.129,8,54,8,0.161,64,334,79,0.77,0.7067068380007624,0.707,2447,lo,OTHER DIGESTIVE SYSTEM DIAGNOSES
RETIRED IP SUBCUTANEOUS INSULIN ADJUSTMENT ORDER SET,0.159,11,58,48,0.138,54,338,234,1.19,0.7071520121343163,0.707,1748,lo,CARDIAC VALVE AND OTHER MAJOR CARDIOTHORACIC PROCEDURES WITHOUT CARDIAC CATHETERIZATION WITH MCC
IP MED GENERAL ADMIT,0.013,1,76,24,0.029,15,498,204,0.44,0.7076601553517383,0.708,1599,lo,CRANIOTOMY AND ENDOVASCULAR INTRACRANIAL PROCEDURES WITH MCC
"IP VASCULAR ACCESS (PICC, EDPIV, USGPIV)",0.017,1,58,1,0.038,16,405,43,0.44,0.7076837267539187,0.708,1749,lo,CARDIAC VALVE AND OTHER MAJOR CARDIOTHORACIC PROCEDURES WITHOUT CARDIAC CATHETERIZATION WITH CC
ED TRAUMA RADIOLOGY,0.039,3,74,12,0.027,10,354,32,1.44,0.7081894185703107,0.708,2344,hi,CVA AND PRECEREBRAL OCCLUSION WITH INFARCTION
SHC ED RAD QUICKLIST,0.017,1,59,1,0.036,17,456,19,0.45,0.7082354564296455,0.708,6267,lo,MAJOR SMALL BOWEL PROCEDURES
IP GEN VTE PROPHYLAXIS,0.029,3,99,6,0.021,9,422,13,1.42,0.7082577158085271,0.708,6267,hi,MAJOR SMALL BOWEL PROCEDURES
SHC IP SUBCUTANEOUS INSULIN,0.026,1,38,5,0.054,21,365,144,0.46,0.7087133957355904,0.709,2638,lo,EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS
IP MED GENERAL ADMIT,0.014,1,73,19,0.031,16,504,287,0.43,0.7091818824863576,0.709,1836,lo,MAJOR SMALL AND LARGE BOWEL PROCEDURES WITH CC
ED QUICKLIST - ADULTS,0.048,2,40,15,0.044,20,432,137,1.08,0.7097422955579503,0.71,8873,lo,PERCUTANEOUS STRUCTURAL CARDIAC PROCEDURES
RETIRED IP SUBCUTANEOUS INSULIN ADJUSTMENT ORDER SET,0.045,3,63,15,0.033,11,326,49,1.41,0.7103136318467873,0.71,5613,lo,ENDOVASCULAR CARDIAC VALVE REPLACEMENT AND SUPPLEMENT PROCEDURES WITHOUT MCC
IP MED GENERAL ADMIT,0.005,1,194,21,0.011,16,1414,207,0.46,0.710677459326088,0.711,2334,lo,OPEN CRANIOTOMY EXCEPT TRAUMA
ED/IP MEDICATION ADMINISTRATION - URETHRAL ANESTHETIC FOR URINARY CATHETER INSERTION,0.005,1,218,3,0.009,16,1698,46,0.49,0.7111829016616336,0.711,2592,lo,SEPTICEMIA AND DISSEMINATED INFECTIONS
ED TRAUMA RADIOLOGY,0.005,1,218,6,0.009,16,1698,78,0.49,0.7111829016616336,0.711,2592,lo,SEPTICEMIA AND DISSEMINATED INFECTIONS
SHC ANE PACU,0.018,1,56,5,0.039,20,491,133,0.44,0.7113440764636337,0.711,1712,lo,RESPIRATORY INFECTIONS AND INFLAMMATIONS WITH MCC
IP SUR DAY OF SURGERY ORDERS,0.017,1,58,2,0.04,17,404,102,0.41,0.71162968076642,0.712,1749,lo,CARDIAC VALVE AND OTHER MAJOR CARDIOTHORACIC PROCEDURES WITHOUT CARDIAC CATHETERIZATION WITH CC
SHC IP NAP (NOCTURNAL AWAKENING PREVENTION) IN THE ICU,0.017,1,58,7,0.04,17,404,130,0.41,0.71162968076642,0.712,1749,lo,CARDIAC VALVE AND OTHER MAJOR CARDIOTHORACIC PROCEDURES WITHOUT CARDIAC CATHETERIZATION WITH CC
ED QUICKLIST - ADULTS,0.136,11,70,37,0.121,47,340,301,1.14,0.7121037255217948,0.712,2352,lo,SEIZURE
IP REN CONTINUOUS RENAL REPLACEMENT THERAPY(CRRT),0.019,1,52,14,0.037,22,568,356,0.5,0.7122946473007158,0.712,2395,lo,CARDIAC VALVE PROCEDURES WITHOUT AMI OR COMPLEX PRINCIPAL DIAGNOSIS
SHC IP GEN BRONCHOSCOPY PRE/INTRA/POST,0.017,1,59,9,0.037,22,574,236,0.44,0.7128283285796293,0.713,2384,lo,MAJOR RESPIRATORY INFECTIONS AND INFLAMMATIONS
SHC IP GEN HEPARIN IV INFUSION PROTOCOLS,0.018,1,55,16,0.043,17,374,445,0.4,0.7128687646136058,0.713,2337,lo,OPEN EXTRACRANIAL VASCULAR PROCEDURES
ED QUICKLIST - ADULTS,0.022,1,44,5,0.054,20,353,105,0.4,0.7142293458805955,0.714,2474,lo,SPINAL FUSION AND OTHER BACK AND NECK PROCEDURES EXCEPT FOR DISC PROCEDURES
IP RESP INHALED MEDICATION NEBULIZER/MDI,0.018,1,56,2,0.041,21,490,37,0.42,0.7144047791263595,0.714,1712,lo,RESPIRATORY INFECTIONS AND INFLAMMATIONS WITH MCC
SHC IP CONVALESCENT PLASMA FOR COVID19 PATIENTS - EUA EMERGENCY USE AUTHORIZATION,0.005,1,218,4,0.011,18,1696,63,0.43,0.7144731959712631,0.714,2592,lo,SEPTICEMIA AND DISSEMINATED INFECTIONS
IP CTS ICU CARDIAC SURGERY POSTOP,0.968,90,3,8628,0.976,537,13,45615,0.73,0.7152836586456485,0.715,2395,hi,CARDIAC VALVE PROCEDURES WITHOUT AMI OR COMPLEX PRINCIPAL DIAGNOSIS
IP ICU/CCU GENERAL ADMIT,0.019,1,52,31,0.044,26,564,711,0.42,0.7170962841835031,0.717,2395,lo,CARDIAC VALVE PROCEDURES WITHOUT AMI OR COMPLEX PRINCIPAL DIAGNOSIS
SHC IP SUBCUTANEOUS INSULIN,0.038,3,75,26,0.03,10,327,61,1.31,0.7176320535663688,0.718,1600,hi,CRANIOTOMY AND ENDOVASCULAR INTRACRANIAL PROCEDURES WITH CC
"IP VASCULAR ACCESS (PICC, EDPIV, USGPIV)",0.039,3,73,5,0.031,10,317,15,1.3,0.7180787343665518,0.718,5613,hi,ENDOVASCULAR CARDIAC VALVE REPLACEMENT AND SUPPLEMENT PROCEDURES WITHOUT MCC
SHC IP SUBCUTANEOUS INSULIN,0.048,3,59,12,0.036,18,479,91,1.35,0.7188531541869203,0.719,6268,lo,MAJOR LARGE BOWEL PROCEDURES
IP/ED GEN HYPERKALEMIA THERAPY,0.017,1,59,7,0.04,24,572,163,0.4,0.7190679565168387,0.719,2384,lo,MAJOR RESPIRATORY INFECTIONS AND INFLAMMATIONS
SHC IP REN HEMODIALYSIS,0.019,1,52,2,0.046,27,563,717,0.4,0.720558392593845,0.721,2395,lo,CARDIAC VALVE PROCEDURES WITHOUT AMI OR COMPLEX PRINCIPAL DIAGNOSIS
PRE-ADMISSION/PRE-OP ORDERS,0.895,77,9,788,0.877,415,58,4036,1.2,0.7211738464376556,0.721,6268,hi,MAJOR LARGE BOWEL PROCEDURES
SHC IP REN HEMODIALYSIS,0.039,3,74,14,0.03,16,519,128,1.32,0.7213408177409846,0.721,2404,lo,PERCUTANEOUS CARDIAC INTERVENTION WITHOUT AMI
SHC NURSING ED SEPSIS PROTOCOL,0.036,3,80,60,0.028,13,449,259,1.3,0.7214696772691132,0.721,1806,hi,HEART FAILURE AND SHOCK WITH MCC
IP GEN VTE PROPHYLAXIS,0.027,3,107,4,0.021,14,653,19,1.31,0.7215292497430734,0.722,2412,hi,HEART FAILURE
SHC NURSING ED SEPSIS PROTOCOL,0.044,3,65,59,0.034,24,685,461,1.32,0.7238036725471462,0.724,2412,lo,HEART FAILURE
ED TRAUMA 95 ADULT,0.021,3,143,17,0.016,13,787,89,1.27,0.724820502999894,0.725,2459,lo,HIP JOINT REPLACEMENT
SHC ANE PACU,0.462,42,49,249,0.486,173,183,1130,0.91,0.7249138177861557,0.725,2337,hi,OPEN EXTRACRANIAL VASCULAR PROCEDURES
ED QUICKLIST - ADULTS,0.515,124,117,1250,0.502,614,610,6297,1.05,0.7250498020686228,0.725,2251,hi,SEPTICEMIA OR SEVERE SEPSIS WITHOUT MV >96 HOURS WITH MCC
IP CAR CARDIOLOGY POST PROCEDURE - INPATIENT,0.122,12,86,149,0.109,56,458,784,1.14,0.725650593818975,0.726,2404,hi,PERCUTANEOUS CARDIAC INTERVENTION WITHOUT AMI
ED TRAUMA 97 ADULT,0.064,3,44,20,0.051,20,372,182,1.27,0.7257453815456523,0.726,2376,lo,OTHER RESPIRATORY AND CHEST PROCEDURES
RETIRED IP NSR CERVICAL AND LUMBAR FUSIONS,0.244,11,34,301,0.276,103,270,2923,0.85,0.7257687929511314,0.726,2474,lo,SPINAL FUSION AND OTHER BACK AND NECK PROCEDURES EXCEPT FOR DISC PROCEDURES
IP RAD NEURORADIOLOGY POST-PROCEDURE,0.051,3,56,19,0.041,15,351,152,1.25,0.7259940959634636,0.726,2638,hi,EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS
SHC IP GYN GENERAL ADMISSION,0.05,3,57,40,0.04,19,454,275,1.26,0.7272632376438584,0.727,6267,lo,MAJOR SMALL BOWEL PROCEDURES
SHC IP PAI PATIENT CONTROLLED ANALGESIA (PCA),0.05,3,57,33,0.04,17,403,191,1.25,0.7275715729617931,0.728,1749,hi,CARDIAC VALVE AND OTHER MAJOR CARDIOTHORACIC PROCEDURES WITHOUT CARDIAC CATHETERIZATION WITH CC
SHC ED NURSING TRIAGE STROKE PROTOCOL,0.013,3,227,68,0.011,13,1222,293,1.24,0.728192257922435,0.728,2251,lo,SEPTICEMIA OR SEVERE SEPSIS WITHOUT MV >96 HOURS WITH MCC
SHC ED RAD QUICKLIST,0.011,3,273,3,0.009,12,1337,16,1.22,0.7297642551132166,0.73,2334,hi,OPEN CRANIOTOMY EXCEPT TRAUMA
IP TRS LIVER GENERAL ADMIT,0.014,3,216,48,0.011,19,1695,336,1.24,0.7312209868402204,0.731,2592,lo,SEPTICEMIA AND DISSEMINATED INFECTIONS
IP RAD NEURORADIOLOGY POST-PROCEDURE,0.035,3,82,20,0.03,10,323,59,1.18,0.7328519011776901,0.733,2474,hi,SPINAL FUSION AND OTHER BACK AND NECK PROCEDURES EXCEPT FOR DISC PROCEDURES
PRE-ADMISSION/PRE-OP ORDERS CV SURGERY,0.486,18,19,69,0.523,228,208,869,0.86,0.7331072935780868,0.733,2398,lo,OTHER CARDIOTHORACIC AND THORACIC VASCULAR PROCEDURES
SHC IP GENERAL DISCHARGE ORDER SET,0.879,80,11,466,0.857,305,51,1888,1.22,0.7339585248773941,0.734,2337,hi,OPEN EXTRACRANIAL VASCULAR PROCEDURES
IP BMT ALLOGENEIC READMISSION,0.039,3,74,54,0.033,19,560,315,1.19,0.7350952884699072,0.735,2384,hi,MAJOR RESPIRATORY INFECTIONS AND INFLAMMATIONS
SHC ED NURSING TRIAGE STROKE PROTOCOL,0.012,3,238,65,0.011,13,1211,296,1.17,0.7368280965456225,0.737,2251,hi,SEPTICEMIA OR SEVERE SEPSIS WITHOUT MV >96 HOURS WITH MCC
SHC IP GEN INTERAGENCY DISCHARGE ORDERS,0.879,218,30,1525,0.888,933,118,6255,0.92,0.738824826981664,0.739,1946,hi,MAJOR HIP AND KNEE JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY WITHOUT MCC
ED TRAUMA RADIOLOGY,0.01,3,298,12,0.009,14,1618,72,1.16,0.7389609103236158,0.739,2592,hi,SEPTICEMIA AND DISSEMINATED INFECTIONS
IP CAR EPS/ABLATION POST PROCEDURE,0.025,3,115,42,0.022,11,483,210,1.15,0.7394502678133534,0.739,2418,hi,CARDIAC ARRHYTHMIA AND CONDUCTION DISORDERS
IP SUR DAY OF SURGERY ORDERS,0.014,2,143,2,0.022,10,445,52,0.62,0.7398165985729859,0.74,1601,hi,CRANIOTOMY AND ENDOVASCULAR INTRACRANIAL PROCEDURES WITHOUT CC/MCC
ED QUICKLIST - ADULTS,0.048,3,59,26,0.042,21,476,142,1.15,0.7410267660157738,0.741,6268,lo,MAJOR LARGE BOWEL PROCEDURES
SHC ED ADULT CONSULT QUICKLIST,0.144,13,77,18,0.133,80,523,89,1.1,0.7412142668877564,0.741,2259,hi,PSYCHOSES
SHC IP ORT HIP FRACTURE ADMIT,0.07,13,172,350,0.064,49,712,1269,1.1,0.7419703587083561,0.742,2459,hi,HIP JOINT REPLACEMENT
RETIRED ED ADMIT,0.05,3,57,5,0.044,21,452,21,1.13,0.7439726603869212,0.744,6267,lo,MAJOR SMALL BOWEL PROCEDURES
SHC IP/ED GENERAL/EMERGENCY/MASSIVE TRANSFUSION,0.038,3,76,7,0.034,18,515,119,1.13,0.7443064849189629,0.744,2418,lo,CARDIAC ARRHYTHMIA AND CONDUCTION DISORDERS
SHC IP PAI EPIDURAL ANALGESIA,0.052,3,55,23,0.046,19,391,102,1.12,0.7450943450831837,0.745,1930,lo,COMBINED ANTERIOR AND POSTERIOR SPINAL FUSION WITH CC
SHC ED NURSING TRIAGE STROKE PROTOCOL,0.017,2,118,53,0.026,12,458,276,0.65,0.745811052527277,0.746,1599,hi,CRANIOTOMY AND ENDOVASCULAR INTRACRANIAL PROCEDURES WITH MCC
SHC ANE PACU,0.955,63,3,492,0.958,323,14,2588,0.91,0.7479050321882451,0.748,5613,lo,ENDOVASCULAR CARDIAC VALVE REPLACEMENT AND SUPPLEMENT PROCEDURES WITHOUT MCC
SHC IP SUBCUTANEOUS INSULIN,0.026,2,74,15,0.041,15,348,123,0.63,0.7485662233545876,0.749,2376,hi,OTHER RESPIRATORY AND CHEST PROCEDURES
"IP LAB SPECIMEN TESTING, URINE",0.053,3,54,4,0.048,17,334,19,1.09,0.7498774884691459,0.75,6164,lo,AUTOLOGOUS BONE MARROW TRANSPLANT OR T-CELL IMMUNOTHERAPY
IP VAST RN POST PLACEMENT (VAST RN ONLY),0.053,3,54,16,0.048,17,334,125,1.09,0.7498774884691459,0.75,6164,lo,AUTOLOGOUS BONE MARROW TRANSPLANT OR T-CELL IMMUNOTHERAPY
IP ICU SUR/TRAUMA  ADMIT,0.064,3,44,48,0.059,23,369,609,1.09,0.7503238717752793,0.75,2376,lo,OTHER RESPIRATORY AND CHEST PROCEDURES
RETIRED ED ADMIT,0.008,2,246,2,0.013,14,1037,14,0.6,0.7503790400839951,0.75,1946,hi,MAJOR HIP AND KNEE JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY WITHOUT MCC
PRE-ADMISSION/PRE-OP ORDERS CV SURGERY,0.026,2,76,8,0.038,16,400,65,0.66,0.7513345955376629,0.751,8873,hi,PERCUTANEOUS STRUCTURAL CARDIAC PROCEDURES
IP MED GENERAL ADMIT,0.033,4,116,48,0.026,12,458,180,1.32,0.7517832175974972,0.752,1599,hi,CRANIOTOMY AND ENDOVASCULAR INTRACRANIAL PROCEDURES WITH MCC
IP MED GI BLEED UPPER,0.032,2,60,5,0.05,20,378,103,0.63,0.7531027004955199,0.753,2447,lo,OTHER DIGESTIVE SYSTEM DIAGNOSES
IP GEN NEUTROPENIC FEVER,0.042,2,46,6,0.063,22,330,86,0.65,0.7535685338979589,0.754,2579,lo,MAJOR HEMATOLOGIC OR IMMUNOLOGIC DIAGNOSES EXCEPT SICKLE CELL CRISIS AND COAGULATION
IP LAB COAGULATION TESTING,0.031,3,93,5,0.029,18,601,45,1.08,0.7536722659328301,0.754,2392,lo,MAJOR CARDIOTHORACIC REPAIR OF HEART ANOMALY
SHC ED NURSING TRIAGE GASTROINTESTINAL PROTOCOL,0.008,2,239,19,0.014,17,1207,141,0.59,0.7552705995210347,0.755,2251,hi,SEPTICEMIA OR SEVERE SEPSIS WITHOUT MV >96 HOURS WITH MCC
SHC ED ADULT CONSULT QUICKLIST,0.049,4,77,4,0.039,15,372,22,1.29,0.7553483225598615,0.755,2352,lo,SEIZURE
SHC IP HYPERGLYCEMIA INSULIN CONTINUOUS IV INFUSION,0.077,3,36,54,0.073,28,358,782,1.07,0.7557891397851264,0.756,2638,lo,EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS
SHC IP GYN/GYN-ONC OPEN ABDOMINAL SURGERY POSTOP,0.027,2,72,32,0.04,21,499,459,0.66,0.7558052816887552,0.756,1836,lo,MAJOR SMALL AND LARGE BOWEL PROCEDURES WITH CC
SHC ED RAD QUICKLIST,0.026,2,75,2,0.041,22,513,22,0.62,0.7558284469171779,0.756,2404,lo,PERCUTANEOUS CARDIAC INTERVENTION WITHOUT AMI
SHC IP PSY PSYCHIATRY ADMIT,0.978,88,2,1778,0.967,583,20,11067,1.51,0.7560044285246409,0.756,2259,hi,PSYCHOSES
ED QUICKLIST - ADULTS,0.063,4,59,26,0.051,18,334,103,1.26,0.758405720643279,0.758,1600,lo,CRANIOTOMY AND ENDOVASCULAR INTRACRANIAL PROCEDURES WITH CC
SHC IP SUBCUTANEOUS INSULIN,0.025,2,77,8,0.043,23,510,134,0.58,0.7589332506490511,0.759,2418,lo,CARDIAC ARRHYTHMIA AND CONDUCTION DISORDERS
SHC IP SUBCUTANEOUS INSULIN,0.038,2,51,10,0.058,34,556,207,0.64,0.7592085468928496,0.759,2395,lo,CARDIAC VALVE PROCEDURES WITHOUT AMI OR COMPLEX PRINCIPAL DIAGNOSIS
SHC IP NAP (NOCTURNAL AWAKENING PREVENTION) IN THE ICU,0.038,2,51,16,0.056,33,557,292,0.66,0.759496230827267,0.759,2395,lo,CARDIAC VALVE PROCEDURES WITHOUT AMI OR COMPLEX PRINCIPAL DIAGNOSIS
"IP LAB SPECIMEN TESTING, BLOOD CULTURE - INFECTIOUS AGENT DETECTION",0.026,2,75,4,0.045,23,490,59,0.57,0.7595778982245375,0.76,1599,lo,CRANIOTOMY AND ENDOVASCULAR INTRACRANIAL PROCEDURES WITH MCC
SHC ANE PACU,0.029,2,66,15,0.044,31,678,171,0.66,0.760345325751718,0.76,2412,lo,HEART FAILURE
IP GEN ARGATROBAN IV INFUSION,0.038,2,51,65,0.061,36,554,730,0.6,0.7604765169451466,0.76,2395,lo,CARDIAC VALVE PROCEDURES WITHOUT AMI OR COMPLEX PRINCIPAL DIAGNOSIS
IP/ED GEN HYPERKALEMIA THERAPY,0.029,2,66,7,0.047,33,676,146,0.62,0.7605808348944658,0.761,2412,lo,HEART FAILURE
SHC ED NURSING TRIAGE STROKE PROTOCOL,0.01,2,193,46,0.017,24,1406,567,0.61,0.7606781840779604,0.761,2334,lo,OPEN CRANIOTOMY EXCEPT TRAUMA
IP/ED GEN HYPERKALEMIA THERAPY,0.052,12,218,63,0.061,75,1160,440,0.85,0.7610085814987413,0.761,2251,lo,SEPTICEMIA OR SEVERE SEPSIS WITHOUT MV >96 HOURS WITH MCC
PRE-ADMISSION/PRE-OP ORDERS,0.929,52,4,660,0.942,388,24,5118,0.8,0.7617704900314276,0.762,1930,hi,COMBINED ANTERIOR AND POSTERIOR SPINAL FUSION WITH CC
SHC IP SUBCUTANEOUS INSULIN,0.049,4,77,22,0.041,16,371,103,1.2,0.7621753639976645,0.762,2352,lo,SEIZURE
PRE-ADMISSION/PRE-OP ORDERS,0.218,17,61,95,0.204,85,331,422,1.09,0.7622395591552154,0.762,8873,hi,PERCUTANEOUS STRUCTURAL CARDIAC PROCEDURES
SHC IP GYN GENERAL ADMISSION,0.009,2,217,28,0.015,26,1688,356,0.6,0.7626243894908683,0.763,2592,lo,SEPTICEMIA AND DISSEMINATED INFECTIONS
SHC IP GI ENDOSCOPY PRE/POSTOP PROCEDURE,0.103,4,35,36,0.088,34,352,543,1.18,0.7671265468647894,0.767,2638,lo,EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS
IP HEM / ONC HYPERCOAGUABILITY,0.056,4,68,22,0.049,18,351,92,1.15,0.7689903236297394,0.769,2344,lo,CVA AND PRECEREBRAL OCCLUSION WITH INFARCTION
SHC IP/ED/CDU GEN COMFORT CARE - NON ICU UNITS,0.052,4,73,89,0.045,26,553,445,1.17,0.7703263948311245,0.77,2384,hi,MAJOR RESPIRATORY INFECTIONS AND INFLAMMATIONS
SHC ED ADULT CONSULT QUICKLIST,0.053,4,72,6,0.047,17,346,23,1.13,0.7706394447500431,0.771,2376,hi,OTHER RESPIRATORY AND CHEST PROCEDURES
IP SUR DAY OF SURGERY ORDERS,0.029,3,99,20,0.042,18,413,105,0.7,0.7786967338385484,0.779,6267,hi,MAJOR SMALL BOWEL PROCEDURES
RETIRED IP SUBCUTANEOUS INSULIN ADJUSTMENT ORDER SET,0.051,4,75,20,0.047,25,508,119,1.08,0.7803930101581303,0.78,2418,lo,CARDIAC ARRHYTHMIA AND CONDUCTION DISORDERS
SHC IP GENERAL DISCHARGE ORDER SET,0.714,55,22,214,0.728,265,99,1014,0.93,0.7806571034254303,0.781,2344,hi,CVA AND PRECEREBRAL OCCLUSION WITH INFARCTION
SHC IP GEN DELIRIUM (FOR NON-ICU PATIENTS ONLY),0.055,5,86,7,0.045,16,340,25,1.24,0.7806681462297056,0.781,2337,hi,OPEN EXTRACRANIAL VASCULAR PROCEDURES
