procedure_cat,reference_code_set,code,proc_simple,proc_simple_comment,reference_description
THOR,ICD-10-PCS,0BQP0ZZ,Thoracic surgery,,"Repair Left Pleura, Open Approach"
THOR,ICD-10-PCS,0BQP4ZZ,Thoracic surgery,,"Repair Left Pleura, Percutaneous Endoscopic Approach"
THOR,ICD-10-PCS,0BQ80ZZ,Thoracic surgery,,"Repair Left Upper Lobe Bronchus, Open Approach"
THOR,ICD-10-PCS,0BQ84ZZ,Thoracic surgery,,"Repair Left Upper Lobe Bronchus, Percutaneous Endoscopic Approach"
THOR,ICD-10-PCS,0BQG0ZZ,Thoracic surgery,,"Repair Left Upper Lung Lobe, Open Approach"
THOR,ICD-10-PCS,0BQG4ZZ,Thoracic surgery,,"Repair Left Upper Lung Lobe, Percutaneous Endoscopic Approach"
THOR,ICD-10-PCS,0BQ90ZZ,Thoracic surgery,,"Repair Lingula Bronchus, Open Approach"
THOR,ICD-10-PCS,0BQ94ZZ,Thoracic surgery,,"Repair Lingula Bronchus, Percutaneous Endoscopic Approach"
THOR,ICD-10-PCS,0BQH0ZZ,Thoracic surgery,,"Repair Lung Lingula, Open Approach"
THOR,ICD-10-PCS,0BQH4ZZ,Thoracic surgery,,"Repair Lung Lingula, Percutaneous Endoscopic Approach"
THOR,ICD-10-PCS,0WQC0ZZ,Thoracic surgery,,"Repair Mediastinum, Open Approach"
THOR,ICD-10-PCS,0WQC4ZZ,Thoracic surgery,,"Repair Mediastinum, Percutaneous Endoscopic Approach"
THOR,ICD-10-PCS,0BQ60ZZ,Thoracic surgery,,"Repair Right Lower Lobe Bronchus, Open Approach"
THOR,ICD-10-PCS,0BQ64ZZ,Thoracic surgery,,"Repair Right Lower Lobe Bronchus, Percutaneous Endoscopic Approach"
THOR,ICD-10-PCS,0BQF0ZZ,Thoracic surgery,,"Repair Right Lower Lung Lobe, Open Approach"
THOR,ICD-10-PCS,0BQF4ZZ,Thoracic surgery,,"Repair Right Lower Lung Lobe, Percutaneous Endoscopic Approach"
THOR,ICD-10-PCS,0BQK0ZZ,Thoracic surgery,,"Repair Right Lung, Open Approach"
THOR,ICD-10-PCS,0BQK4ZZ,Thoracic surgery,,"Repair Right Lung, Percutaneous Endoscopic Approach"
THOR,ICD-10-PCS,0BQ30ZZ,Thoracic surgery,,"Repair Right Main Bronchus, Open Approach"
THOR,ICD-10-PCS,0BQ34ZZ,Thoracic surgery,,"Repair Right Main Bronchus, Percutaneous Endoscopic Approach"
THOR,ICD-10-PCS,0BQ50ZZ,Thoracic surgery,,"Repair Right Middle Lobe Bronchus, Open Approach"
THOR,ICD-10-PCS,0BQ54ZZ,Thoracic surgery,,"Repair Right Middle Lobe Bronchus, Percutaneous Endoscopic Approach"
THOR,ICD-10-PCS,0BQD0ZZ,Thoracic surgery,,"Repair Right Middle Lung Lobe, Open Approach"
THOR,ICD-10-PCS,0BQD4ZZ,Thoracic surgery,,"Repair Right Middle Lung Lobe, Percutaneous Endoscopic Approach"
THOR,ICD-10-PCS,0BQN0ZZ,Thoracic surgery,,"Repair Right Pleura, Open Approach"
THOR,ICD-10-PCS,0BQN4ZZ,Thoracic surgery,,"Repair Right Pleura, Percutaneous Endoscopic Approach"
THOR,ICD-10-PCS,0BQ40ZZ,Thoracic surgery,,"Repair Right Upper Lobe Bronchus, Open Approach"
THOR,ICD-10-PCS,0BQ44ZZ,Thoracic surgery,,"Repair Right Upper Lobe Bronchus, Percutaneous Endoscopic Approach"
THOR,ICD-10-PCS,0BQC0ZZ,Thoracic surgery,,"Repair Right Upper Lung Lobe, Open Approach"
THOR,ICD-10-PCS,0BQC4ZZ,Thoracic surgery,,"Repair Right Upper Lung Lobe, Percutaneous Endoscopic Approach"
THOR,ICD-10-PCS,0BR207Z,Thoracic surgery,,"Replacement of Carina with Autologous Tissue Substitute, Open Approach"
THOR,ICD-10-PCS,0BR247Z,Thoracic surgery,,"Replacement of Carina with Autologous Tissue Substitute, Percutaneous Endoscopic Approach"
THOR,ICD-10-PCS,0BR20KZ,Thoracic surgery,,"Replacement of Carina with Nonautologous Tissue Substitute, Open Approach"
THOR,ICD-10-PCS,0BR24KZ,Thoracic surgery,,"Replacement of Carina with Nonautologous Tissue Substitute, Percutaneous Endoscopic Approach"
THOR,ICD-10-PCS,0BR20JZ,Thoracic surgery,,"Replacement of Carina with Synthetic Substitute, Open Approach"
THOR,ICD-10-PCS,0BR24JZ,Thoracic surgery,,"Replacement of Carina with Synthetic Substitute, Percutaneous Endoscopic Approach"
THOR,ICD-10-PCS,0BRT07Z,Thoracic surgery,,"Replacement of Diaphragm with Autologous Tissue Substitute, Open Approach"
THOR,ICD-10-PCS,0BRT47Z,Thoracic surgery,,"Replacement of Diaphragm with Autologous Tissue Substitute, Percutaneous Endoscopic Approach"
THOR,ICD-10-PCS,0BRT0KZ,Thoracic surgery,,"Replacement of Diaphragm with Nonautologous Tissue Substitute, Open Approach"
THOR,ICD-10-PCS,0BRT4KZ,Thoracic surgery,,"Replacement of Diaphragm with Nonautologous Tissue Substitute, Percutaneous Endoscopic Approach"
THOR,ICD-10-PCS,0BRT0JZ,Thoracic surgery,,"Replacement of Diaphragm with Synthetic Substitute, Open Approach"
THOR,ICD-10-PCS,0BRT4JZ,Thoracic surgery,,"Replacement of Diaphragm with Synthetic Substitute, Percutaneous Endoscopic Approach"
THOR,ICD-10-PCS,0BRB07Z,Thoracic surgery,,"Replacement of Left Lower Lobe Bronchus with Autologous Tissue Substitute, Open Approach"
THOR,ICD-10-PCS,0BRB47Z,Thoracic surgery,,"Replacement of Left Lower Lobe Bronchus with Autologous Tissue Substitute, Percutaneous Endoscopic Approach"
THOR,ICD-10-PCS,0BRB0KZ,Thoracic surgery,,"Replacement of Left Lower Lobe Bronchus with Nonautologous Tissue Substitute, Open Approach"
THOR,ICD-10-PCS,0BRB4KZ,Thoracic surgery,,"Replacement of Left Lower Lobe Bronchus with Nonautologous Tissue Substitute, Percutaneous Endoscopic Approach"
THOR,ICD-10-PCS,0BRB0JZ,Thoracic surgery,,"Replacement of Left Lower Lobe Bronchus with Synthetic Substitute, Open Approach"
THOR,ICD-10-PCS,0BRB4JZ,Thoracic surgery,,"Replacement of Left Lower Lobe Bronchus with Synthetic Substitute, Percutaneous Endoscopic Approach"
THOR,ICD-10-PCS,0BR707Z,Thoracic surgery,,"Replacement of Left Main Bronchus with Autologous Tissue Substitute, Open Approach"
THOR,ICD-10-PCS,0BR747Z,Thoracic surgery,,"Replacement of Left Main Bronchus with Autologous Tissue Substitute, Percutaneous Endoscopic Approach"
THOR,ICD-10-PCS,0BR70KZ,Thoracic surgery,,"Replacement of Left Main Bronchus with Nonautologous Tissue Substitute, Open Approach"
THOR,ICD-10-PCS,0BR74KZ,Thoracic surgery,,"Replacement of Left Main Bronchus with Nonautologous Tissue Substitute, Percutaneous Endoscopic Approach"
THOR,ICD-10-PCS,0BR70JZ,Thoracic surgery,,"Replacement of Left Main Bronchus with Synthetic Substitute, Open Approach"
THOR,ICD-10-PCS,0BR74JZ,Thoracic surgery,,"Replacement of Left Main Bronchus with Synthetic Substitute, Percutaneous Endoscopic Approach"
THOR,ICD-10-PCS,0BR807Z,Thoracic surgery,,"Replacement of Left Upper Lobe Bronchus with Autologous Tissue Substitute, Open Approach"
THOR,ICD-10-PCS,0BR847Z,Thoracic surgery,,"Replacement of Left Upper Lobe Bronchus with Autologous Tissue Substitute, Percutaneous Endoscopic Approach"
THOR,ICD-10-PCS,0BR80KZ,Thoracic surgery,,"Replacement of Left Upper Lobe Bronchus with Nonautologous Tissue Substitute, Open Approach"
THOR,ICD-10-PCS,0BR84KZ,Thoracic surgery,,"Replacement of Left Upper Lobe Bronchus with Nonautologous Tissue Substitute, Percutaneous Endoscopic Approach"
THOR,ICD-10-PCS,0BR80JZ,Thoracic surgery,,"Replacement of Left Upper Lobe Bronchus with Synthetic Substitute, Open Approach"
THOR,ICD-10-PCS,0BR84JZ,Thoracic surgery,,"Replacement of Left Upper Lobe Bronchus with Synthetic Substitute, Percutaneous Endoscopic Approach"
THOR,ICD-10-PCS,0BR907Z,Thoracic surgery,,"Replacement of Lingula Bronchus with Autologous Tissue Substitute, Open Approach"
THOR,ICD-10-PCS,0BR947Z,Thoracic surgery,,"Replacement of Lingula Bronchus with Autologous Tissue Substitute, Percutaneous Endoscopic Approach"
THOR,ICD-10-PCS,0BR90KZ,Thoracic surgery,,"Replacement of Lingula Bronchus with Nonautologous Tissue Substitute, Open Approach"
THOR,ICD-10-PCS,0BR94KZ,Thoracic surgery,,"Replacement of Lingula Bronchus with Nonautologous Tissue Substitute, Percutaneous Endoscopic Approach"
THOR,ICD-10-PCS,0BR90JZ,Thoracic surgery,,"Replacement of Lingula Bronchus with Synthetic Substitute, Open Approach"
THOR,ICD-10-PCS,0BR94JZ,Thoracic surgery,,"Replacement of Lingula Bronchus with Synthetic Substitute, Percutaneous Endoscopic Approach"
THOR,ICD-10-PCS,0BR607Z,Thoracic surgery,,"Replacement of Right Lower Lobe Bronchus with Autologous Tissue Substitute, Open Approach"
THOR,ICD-10-PCS,0BR647Z,Thoracic surgery,,"Replacement of Right Lower Lobe Bronchus with Autologous Tissue Substitute, Percutaneous Endoscopic Approach"
THOR,ICD-10-PCS,0BR60KZ,Thoracic surgery,,"Replacement of Right Lower Lobe Bronchus with Nonautologous Tissue Substitute, Open Approach"
THOR,ICD-10-PCS,0BR64KZ,Thoracic surgery,,"Replacement of Right Lower Lobe Bronchus with Nonautologous Tissue Substitute, Percutaneous Endoscopic Approach"
THOR,ICD-10-PCS,0BR60JZ,Thoracic surgery,,"Replacement of Right Lower Lobe Bronchus with Synthetic Substitute, Open Approach"
THOR,ICD-10-PCS,0BR64JZ,Thoracic surgery,,"Replacement of Right Lower Lobe Bronchus with Synthetic Substitute, Percutaneous Endoscopic Approach"
THOR,ICD-10-PCS,0BR307Z,Thoracic surgery,,"Replacement of Right Main Bronchus with Autologous Tissue Substitute, Open Approach"
THOR,ICD-10-PCS,0BR347Z,Thoracic surgery,,"Replacement of Right Main Bronchus with Autologous Tissue Substitute, Percutaneous Endoscopic Approach"
THOR,ICD-10-PCS,0BR30KZ,Thoracic surgery,,"Replacement of Right Main Bronchus with Nonautologous Tissue Substitute, Open Approach"
THOR,ICD-10-PCS,0BR34KZ,Thoracic surgery,,"Replacement of Right Main Bronchus with Nonautologous Tissue Substitute, Percutaneous Endoscopic Approach"
THOR,ICD-10-PCS,0BR30JZ,Thoracic surgery,,"Replacement of Right Main Bronchus with Synthetic Substitute, Open Approach"
THOR,ICD-10-PCS,0BR34JZ,Thoracic surgery,,"Replacement of Right Main Bronchus with Synthetic Substitute, Percutaneous Endoscopic Approach"
THOR,ICD-10-PCS,0BR507Z,Thoracic surgery,,"Replacement of Right Middle Lobe Bronchus with Autologous Tissue Substitute, Open Approach"
THOR,ICD-10-PCS,0BR547Z,Thoracic surgery,,"Replacement of Right Middle Lobe Bronchus with Autologous Tissue Substitute, Percutaneous Endoscopic Approach"
THOR,ICD-10-PCS,0BR50KZ,Thoracic surgery,,"Replacement of Right Middle Lobe Bronchus with Nonautologous Tissue Substitute, Open Approach"
THOR,ICD-10-PCS,0BR54KZ,Thoracic surgery,,"Replacement of Right Middle Lobe Bronchus with Nonautologous Tissue Substitute, Percutaneous Endoscopic Approach"
THOR,ICD-10-PCS,0BR50JZ,Thoracic surgery,,"Replacement of Right Middle Lobe Bronchus with Synthetic Substitute, Open Approach"
THOR,ICD-10-PCS,0BR54JZ,Thoracic surgery,,"Replacement of Right Middle Lobe Bronchus with Synthetic Substitute, Percutaneous Endoscopic Approach"
THOR,ICD-10-PCS,0BR407Z,Thoracic surgery,,"Replacement of Right Upper Lobe Bronchus with Autologous Tissue Substitute, Open Approach"
THOR,ICD-10-PCS,0BR447Z,Thoracic surgery,,"Replacement of Right Upper Lobe Bronchus with Autologous Tissue Substitute, Percutaneous Endoscopic Approach"
THOR,ICD-10-PCS,0BR40KZ,Thoracic surgery,,"Replacement of Right Upper Lobe Bronchus with Nonautologous Tissue Substitute, Open Approach"
THOR,ICD-10-PCS,0BR44KZ,Thoracic surgery,,"Replacement of Right Upper Lobe Bronchus with Nonautologous Tissue Substitute, Percutaneous Endoscopic Approach"
THOR,ICD-10-PCS,0BR40JZ,Thoracic surgery,,"Replacement of Right Upper Lobe Bronchus with Synthetic Substitute, Open Approach"
THOR,ICD-10-PCS,0BR44JZ,Thoracic surgery,,"Replacement of Right Upper Lobe Bronchus with Synthetic Substitute, Percutaneous Endoscopic Approach"
THOR,ICD-10-PCS,0BST0ZZ,Thoracic surgery,,"Reposition Diaphragm, Open Approach"
THOR,ICD-10-PCS,0BSB0ZZ,Thoracic surgery,,"Reposition Left Lower Lobe Bronchus, Open Approach"
THOR,ICD-10-PCS,0BSJ0ZZ,Thoracic surgery,,"Reposition Left Lower Lung Lobe, Open Approach"
THOR,ICD-10-PCS,0BSL0ZZ,Thoracic surgery,,"Reposition Left Lung, Open Approach"
THOR,ICD-10-PCS,0BS70ZZ,Thoracic surgery,,"Reposition Left Main Bronchus, Open Approach"
THOR,ICD-10-PCS,0BS80ZZ,Thoracic surgery,,"Reposition Left Upper Lobe Bronchus, Open Approach"
THOR,ICD-10-PCS,0BSG0ZZ,Thoracic surgery,,"Reposition Left Upper Lung Lobe, Open Approach"
THOR,ICD-10-PCS,0BS90ZZ,Thoracic surgery,,"Reposition Lingula Bronchus, Open Approach"
THOR,ICD-10-PCS,0BSH0ZZ,Thoracic surgery,,"Reposition Lung Lingula, Open Approach"
THOR,ICD-10-PCS,0BS60ZZ,Thoracic surgery,,"Reposition Right Lower Lobe Bronchus, Open Approach"
THOR,ICD-10-PCS,0BSF0ZZ,Thoracic surgery,,"Reposition Right Lower Lung Lobe, Open Approach"
THOR,ICD-10-PCS,0BSK0ZZ,Thoracic surgery,,"Reposition Right Lung, Open Approach"
THOR,ICD-10-PCS,0BS30ZZ,Thoracic surgery,,"Reposition Right Main Bronchus, Open Approach"
THOR,ICD-10-PCS,0BS50ZZ,Thoracic surgery,,"Reposition Right Middle Lobe Bronchus, Open Approach"
THOR,ICD-10-PCS,0BSD0ZZ,Thoracic surgery,,"Reposition Right Middle Lung Lobe, Open Approach"
THOR,ICD-10-PCS,0BS40ZZ,Thoracic surgery,,"Reposition Right Upper Lobe Bronchus, Open Approach"
THOR,ICD-10-PCS,0BSC0ZZ,Thoracic surgery,,"Reposition Right Upper Lung Lobe, Open Approach"
THOR,ICD-10-PCS,0BTM0ZZ,Thoracic surgery,,"Resection of Bilateral Lungs, Open Approach"
THOR,ICD-10-PCS,0BTM4ZZ,Thoracic surgery,,"Resection of Bilateral Lungs, Percutaneous Endoscopic Approach"
THOR,ICD-10-PCS,0BTT0ZZ,Thoracic surgery,,"Resection of Diaphragm, Open Approach"
THOR,ICD-10-PCS,0BTT4ZZ,Thoracic surgery,,"Resection of Diaphragm, Percutaneous Endoscopic Approach"
THOR,ICD-10-PCS,0BTB0ZZ,Thoracic surgery,,"Resection of Left Lower Lobe Bronchus, Open Approach"
THOR,ICD-10-PCS,0BTB4ZZ,Thoracic surgery,,"Resection of Left Lower Lobe Bronchus, Percutaneous Endoscopic Approach"
THOR,ICD-10-PCS,0BTJ0ZZ,Thoracic surgery,,"Resection of Left Lower Lung Lobe, Open Approach"
THOR,ICD-10-PCS,0BTJ4ZZ,Thoracic surgery,,"Resection of Left Lower Lung Lobe, Percutaneous Endoscopic Approach"
THOR,ICD-10-PCS,0BTL0ZZ,Thoracic surgery,,"Resection of Left Lung, Open Approach"
THOR,ICD-10-PCS,0BTL4ZZ,Thoracic surgery,,"Resection of Left Lung, Percutaneous Endoscopic Approach"
THOR,ICD-10-PCS,0BT70ZZ,Thoracic surgery,,"Resection of Left Main Bronchus, Open Approach"
THOR,ICD-10-PCS,0BT74ZZ,Thoracic surgery,,"Resection of Left Main Bronchus, Percutaneous Endoscopic Approach"
THOR,ICD-10-PCS,0BT80ZZ,Thoracic surgery,,"Resection of Left Upper Lobe Bronchus, Open Approach"
THOR,ICD-10-PCS,0BT84ZZ,Thoracic surgery,,"Resection of Left Upper Lobe Bronchus, Percutaneous Endoscopic Approach"
THOR,ICD-10-PCS,0BTG0ZZ,Thoracic surgery,,"Resection of Left Upper Lung Lobe, Open Approach"
THOR,ICD-10-PCS,0BTG4ZZ,Thoracic surgery,,"Resection of Left Upper Lung Lobe, Percutaneous Endoscopic Approach"
THOR,ICD-10-PCS,0BT90ZZ,Thoracic surgery,,"Resection of Lingula Bronchus, Open Approach"
THOR,ICD-10-PCS,0BT94ZZ,Thoracic surgery,,"Resection of Lingula Bronchus, Percutaneous Endoscopic Approach"
THOR,ICD-10-PCS,0BTH0ZZ,Thoracic surgery,,"Resection of Lung Lingula, Open Approach"
THOR,ICD-10-PCS,0BTH4ZZ,Thoracic surgery,,"Resection of Lung Lingula, Percutaneous Endoscopic Approach"
THOR,ICD-10-PCS,0BT60ZZ,Thoracic surgery,,"Resection of Right Lower Lobe Bronchus, Open Approach"
THOR,ICD-10-PCS,0BT64ZZ,Thoracic surgery,,"Resection of Right Lower Lobe Bronchus, Percutaneous Endoscopic Approach"
THOR,ICD-10-PCS,0BTF0ZZ,Thoracic surgery,,"Resection of Right Lower Lung Lobe, Open Approach"
THOR,ICD-10-PCS,0BTF4ZZ,Thoracic surgery,,"Resection of Right Lower Lung Lobe, Percutaneous Endoscopic Approach"
THOR,ICD-10-PCS,0BTK0ZZ,Thoracic surgery,,"Resection of Right Lung, Open Approach"
THOR,ICD-10-PCS,0BTK4ZZ,Thoracic surgery,,"Resection of Right Lung, Percutaneous Endoscopic Approach"
THOR,ICD-10-PCS,0BT30ZZ,Thoracic surgery,,"Resection of Right Main Bronchus, Open Approach"
THOR,ICD-10-PCS,0BT34ZZ,Thoracic surgery,,"Resection of Right Main Bronchus, Percutaneous Endoscopic Approach"
THOR,ICD-10-PCS,0BT50ZZ,Thoracic surgery,,"Resection of Right Middle Lobe Bronchus, Open Approach"
THOR,ICD-10-PCS,0BT54ZZ,Thoracic surgery,,"Resection of Right Middle Lobe Bronchus, Percutaneous Endoscopic Approach"
THOR,ICD-10-PCS,0BTD0ZZ,Thoracic surgery,,"Resection of Right Middle Lung Lobe, Open Approach"
THOR,ICD-10-PCS,0BTD4ZZ,Thoracic surgery,,"Resection of Right Middle Lung Lobe, Percutaneous Endoscopic Approach"
THOR,ICD-10-PCS,0BT40ZZ,Thoracic surgery,,"Resection of Right Upper Lobe Bronchus, Open Approach"
THOR,ICD-10-PCS,0BT44ZZ,Thoracic surgery,,"Resection of Right Upper Lobe Bronchus, Percutaneous Endoscopic Approach"
THOR,ICD-10-PCS,0BTC0ZZ,Thoracic surgery,,"Resection of Right Upper Lung Lobe, Open Approach"
THOR,ICD-10-PCS,0BTC4ZZ,Thoracic surgery,,"Resection of Right Upper Lung Lobe, Percutaneous Endoscopic Approach"
THOR,ICD-10-PCS,0BVB0CZ,Thoracic surgery,,"Restriction of Left Lower Lobe Bronchus with Extraluminal Device, Open Approach"
THOR,ICD-10-PCS,0BVB4CZ,Thoracic surgery,,"Restriction of Left Lower Lobe Bronchus with Extraluminal Device, Percutaneous Endoscopic Approach"
THOR,ICD-10-PCS,0BVB0DZ,Thoracic surgery,,"Restriction of Left Lower Lobe Bronchus with Intraluminal Device, Open Approach"
THOR,ICD-10-PCS,0BVB4DZ,Thoracic surgery,,"Restriction of Left Lower Lobe Bronchus with Intraluminal Device, Percutaneous Endoscopic Approach"
THOR,ICD-10-PCS,0BVB0ZZ,Thoracic surgery,,"Restriction of Left Lower Lobe Bronchus, Open Approach"
THOR,ICD-10-PCS,0BVB4ZZ,Thoracic surgery,,"Restriction of Left Lower Lobe Bronchus, Percutaneous Endoscopic Approach"
THOR,ICD-10-PCS,0BV70CZ,Thoracic surgery,,"Restriction of Left Main Bronchus with Extraluminal Device, Open Approach"
THOR,ICD-10-PCS,0BV74CZ,Thoracic surgery,,"Restriction of Left Main Bronchus with Extraluminal Device, Percutaneous Endoscopic Approach"
THOR,ICD-10-PCS,0BV70DZ,Thoracic surgery,,"Restriction of Left Main Bronchus with Intraluminal Device, Open Approach"
THOR,ICD-10-PCS,0BV74DZ,Thoracic surgery,,"Restriction of Left Main Bronchus with Intraluminal Device, Percutaneous Endoscopic Approach"
THOR,ICD-10-PCS,0BV70ZZ,Thoracic surgery,,"Restriction of Left Main Bronchus, Open Approach"
THOR,ICD-10-PCS,0BV74ZZ,Thoracic surgery,,"Restriction of Left Main Bronchus, Percutaneous Endoscopic Approach"
THOR,ICD-10-PCS,0BV80CZ,Thoracic surgery,,"Restriction of Left Upper Lobe Bronchus with Extraluminal Device, Open Approach"
THOR,ICD-10-PCS,0BV84CZ,Thoracic surgery,,"Restriction of Left Upper Lobe Bronchus with Extraluminal Device, Percutaneous Endoscopic Approach"
THOR,ICD-10-PCS,0BV80DZ,Thoracic surgery,,"Restriction of Left Upper Lobe Bronchus with Intraluminal Device, Open Approach"
THOR,ICD-10-PCS,0BV84DZ,Thoracic surgery,,"Restriction of Left Upper Lobe Bronchus with Intraluminal Device, Percutaneous Endoscopic Approach"
THOR,ICD-10-PCS,0BV80ZZ,Thoracic surgery,,"Restriction of Left Upper Lobe Bronchus, Open Approach"
THOR,ICD-10-PCS,0BV84ZZ,Thoracic surgery,,"Restriction of Left Upper Lobe Bronchus, Percutaneous Endoscopic Approach"
THOR,ICD-10-PCS,0BV90CZ,Thoracic surgery,,"Restriction of Lingula Bronchus with Extraluminal Device, Open Approach"
THOR,ICD-10-PCS,0BV94CZ,Thoracic surgery,,"Restriction of Lingula Bronchus with Extraluminal Device, Percutaneous Endoscopic Approach"
THOR,ICD-10-PCS,0BV90DZ,Thoracic surgery,,"Restriction of Lingula Bronchus with Intraluminal Device, Open Approach"
THOR,ICD-10-PCS,0BV94DZ,Thoracic surgery,,"Restriction of Lingula Bronchus with Intraluminal Device, Percutaneous Endoscopic Approach"
THOR,ICD-10-PCS,0BV90ZZ,Thoracic surgery,,"Restriction of Lingula Bronchus, Open Approach"
THOR,ICD-10-PCS,0BV94ZZ,Thoracic surgery,,"Restriction of Lingula Bronchus, Percutaneous Endoscopic Approach"
THOR,ICD-10-PCS,0BV60CZ,Thoracic surgery,,"Restriction of Right Lower Lobe Bronchus with Extraluminal Device, Open Approach"
THOR,ICD-10-PCS,0BV64CZ,Thoracic surgery,,"Restriction of Right Lower Lobe Bronchus with Extraluminal Device, Percutaneous Endoscopic Approach"
THOR,ICD-10-PCS,0BV60DZ,Thoracic surgery,,"Restriction of Right Lower Lobe Bronchus with Intraluminal Device, Open Approach"
THOR,ICD-10-PCS,0BV64DZ,Thoracic surgery,,"Restriction of Right Lower Lobe Bronchus with Intraluminal Device, Percutaneous Endoscopic Approach"
THOR,ICD-10-PCS,0BV60ZZ,Thoracic surgery,,"Restriction of Right Lower Lobe Bronchus, Open Approach"
THOR,ICD-10-PCS,0BV64ZZ,Thoracic surgery,,"Restriction of Right Lower Lobe Bronchus, Percutaneous Endoscopic Approach"
THOR,ICD-10-PCS,0BV30CZ,Thoracic surgery,,"Restriction of Right Main Bronchus with Extraluminal Device, Open Approach"
THOR,ICD-10-PCS,0BV34CZ,Thoracic surgery,,"Restriction of Right Main Bronchus with Extraluminal Device, Percutaneous Endoscopic Approach"
THOR,ICD-10-PCS,0BV30DZ,Thoracic surgery,,"Restriction of Right Main Bronchus with Intraluminal Device, Open Approach"
THOR,ICD-10-PCS,0BV34DZ,Thoracic surgery,,"Restriction of Right Main Bronchus with Intraluminal Device, Percutaneous Endoscopic Approach"
THOR,ICD-10-PCS,0BV30ZZ,Thoracic surgery,,"Restriction of Right Main Bronchus, Open Approach"
THOR,ICD-10-PCS,0BV34ZZ,Thoracic surgery,,"Restriction of Right Main Bronchus, Percutaneous Endoscopic Approach"
THOR,ICD-10-PCS,0BV50CZ,Thoracic surgery,,"Restriction of Right Middle Lobe Bronchus with Extraluminal Device, Open Approach"
