base_name	description	display_name	count
LABYA1APH	ALPHA - 1 - ANTITRYPSIN PHENOTYPE	Alpha 1 Antitrypsin Phen	24
LABYA1APH	ALPHA - 1 - ANTITRYPSIN PHENOTYPE		8
LABYA1AS	ALPHA - 1 - ANTITRYPSIN	Alpha-1-Antitrypsin	857
LABYA1AS	ALPHA - 1 - ANTITRYPSIN	Alpha 1-Antitrypsin	72
LABYA1AS	ALPHA - 1 - ANTITRYPSIN		36
LABYACE	ANGIOTENSIN CONVERTING ENZYME, SERUM	Angiotensin Converting Enzyme, Serum	38
LABYACE	ANGIOTENSIN CONVERTING ENZYME, SERUM		6
LABYACIGA	CARDIOLIPIN AB, IGA	Cardiolipin Ab, IgA	50
LABYACIGA	CARDIOLIPIN AB, IGA	Cardiolipin AB, IgA	6
LABYACIGA	CARDIOLIPIN AB, IGA		4
LABYAFCSF	ALPHA FETOPROTEIN, CSF	AFP, CSF	42
LABYAFCSF	ALPHA FETOPROTEIN, CSF	Alpha Fetoprotein, CSF	22
LABYAFCSF	ALPHA FETOPROTEIN, CSF		16
LABYAHA	HISTONE ANTIBODIES	Histone Antibodies	111
LABYAHA	HISTONE ANTIBODIES		4
LABYALDO	ALDOLASE, SERUM	Aldolase, Serum	28
LABYALDO	ALDOLASE, SERUM		10
LABYALDOS	ALDOSTERONE, SERUM	Aldosterone, Serum	25
LABYALDOS	ALDOSTERONE, SERUM		6
LABYALUM	ALUMINUM	Aluminum	4
LABYAMA	MITOCHONDRIAL AB M2, SERUM	Mitochondrial Ab M2, Serum	48
LABYAMA	MITOCHONDRIAL AB M2, SERUM	Mitochondrial AB M2, Serum	5
LABYAMEB	E. HISTOLYTICA AB	E. Histolytica Ab	44
LABYAMEB	E. HISTOLYTICA AB		6
LABYAMIO	AMIODARONE	Amiodarone, Serum	31
LABYAMIO	AMIODARONE, SERUM	Amiodarone, Serum	11
LABYAMISO	AMYLASE, PANCREATIC	Amylase, Pancreatic	244
LABYAMISO	AMYLASE, PANCREATIC		12
LABYAMNOR	AMITRIPTYLINE AND NORTRIPTYLINE	Amitriptyline and Nortriptyline	50
LABYAMPHB	AMPHOTERICIN B	Amphotericin B	2
LABYAMPHB	AMPHOTERICIN B		2
LABYANDRO	ANDROSTENEDIONE, SERUM	Androstenedione, Serum	6
LABYANRNP	RNP AB, IGG	RNP Ab, IgG	117
LABYANRNP	AUTOANTIBODIES TO U1RNP	AutoAb To U1RNP	46
LABYANRNP	AUTOANTIBODIES TO U1RNP		14
LABYANRNP	RNP AB, IGG		8
LABYANTIN	INSULIN ANTIBODIES	Insulin Antibodies	18
LABYANTIN	INSULIN ANTIBODIES		2
LABYANTJO	AUTOANTIBODIES TO JO1	AutoAb To JO1	55
LABYANTJO	AUTOANTIBODIES TO JO1		7
LABYANTSM	AUTOANTIBODIES TO SM	AutoAb To SM	57
LABYANTSM	AUTOANTIBODIES TO SM		22
LABYAPOE	APOLIPOPROTEIN E GENOTYPING	Apolipoprotein E Genotyping	2
LABYARBIN	ACH RECEPTOR BINDING AB	ACH Receptor Binding Ab	2
LABYARSNC	ARSENIC, BLOOD	Arsenic, Blood	4
LABYASMA	ANTI - SMOOTH MUSCLE AB	Anti-Smooth Muscle Ab	50
LABYASMA	ANTI - SMOOTH MUSCLE AB		8
LABYASMA	ANTI - SMOOTH MUSCLE AB	Anti-Smooth Muscle AB	6
LABYASU	ALPHASUBUNIT PITUITARY MARKER	Alpha Sub Unit of PGH	60
LABYASU	ALPHASUBUNIT PITUITARY MARKER		10
LABYAT3AG	ANTITHROMBIN AG, PLASMA	Antithrombin Antigen, Plasma	30
LABYAT3AG	ANTITHROMBIN AG, PLASMA	Antithrombin Ag, Plasma	26
LABYAT3AG	ANTITHROMBIN AG, PLASMA		8
LABYAVH	ARGININE VASOPRESSIN (ADH)	Arginine Vasopressin (ADH)	56
LABYAVH	ARGININE VASOPRESSIN (ADH)		12
LABYBABE	BABESIA MICROTI IGG AND IGM AB		4
LABYBILEA	BILE ACIDS TOTAL	Bile Acids Total	8
LABYBILEA	BILE ACIDS TOTAL		2
LABYBLAS	BLASTOMYCES AB	Blastomyces Ab	141
LABYBLAS	BLASTOMYCES AB		12
LABYBLAS	BLASTOMYCES AB	Blastomyces AB	6
LABYBOH	BETA-HYDROXYBUTYRATE	Beta-Hydroxybutyrate	652
LABYBOH	BETA-HYDROXYBUTYRATE		156
LABYBRUC	BRUCELLA IGG AND IGM AB	Brucella IgG And IgM Ab	332
LABYBRUC	BRUCELLA IGG AND IGM AB		14
LABYBSAP	BONE ALKALINE PHOSPHATASE, SERUM	Bone Alkaline Phosphatase, Serum	240
LABYBSAP	BONE ALKALINE PHOSPHATASE, SERUM		28
LABYBUPRO	BUPROPION, SERUM	Bupropion, Serum	2
LABYC1IN	C1 ESTERASE INHIBITOR AG	C1 Esterase Inhibitor Ag	51
LABYC2729	BCA AB  (CA27.29)	BCA Ab  (CA27.29)	21
LABYC2REF	C2 COMPLEMENT AG	C2 Complement Ag	8
LABYC4F	C4 COMPLEMENT FUNCTIONAL	C4 Complement Functional	27
LABYC4F	C4 COMPLEMENT FUNCTIONAL		4
LABYC5REF	C5 COMPLEMENT AG	C5 Complement Ag	12
LABYCALCI	CALCITONIN, PLASMA	Calcitonin, Plasma	2
LABYCARO	CAROTENE	Carotene	20
LABYCARO	CAROTENE		2
LABYCCPIG	ANTI CCP	Anti CCP	497
LABYCCPIG	ANTI CCP		30
LABYCCPIG	ANTI CCP	Cyclic Citrullinated Peptide Ab	10
LABYCDTN	CARBOHYDRATE DEFICIENT TRANSFERRIN	Carbohydrate DeficientTransferrin	8
LABYCEAC	CEA, CSF	CEA, Spinal Fluid	18
LABYCEAC	CEA, CSF	CEA, CSF	10
LABYCEAC	CEA, CSF		6
LABYCENT	CENTROMERE ANTIBODIES	Centromere Antibodies	187
LABYCENT	CENTROMERE ANTIBODIES		11
LABYCERU	CERULOPLASMIN	Ceruloplasmin	1124
LABYCERU	CERULOPLASMIN	Ceruloplasmin, Total	136
LABYCERU	CERULOPLASMIN		74
LABYCH50	COMPLEMENT TOTAL	Complement Total	341
LABYCH50	COMPLEMENT TOTAL		14
LABYCHAGA	TRYPANOSOMA CRUZI AB, IGG	Trypanosoma Cruzi Ab, IgG	116
LABYCHAGA	TRYPANOSOMA CRUZI AB, IGG		10
LABYCHRA	CHROMOGRANIN A	Chromogranin A	281
LABYCHRA	CHROMOGRANIN A		8
LABYCHRBC	ACETYLCHOLINESTERASE, RBC	Acetylcholinesterase, RBC	2
LABYCHRBC	ACETYLCHOLINESTERASE, RBC		2
LABYCHROM	CHROMIUM	Chromium	67
LABYCLAMP	CHLAMYDIA SPECIES SEROLOGY FOR RESPIRATORY	Chlamydia Species Serology for Respiratory	100
LABYCLAMP	CHLAMYDIA SPECIES SEROLOGY FOR RESPIRATORY		10
LABYCLON	CLONAZEPAM, SERUM	Clonazepam, Serum	81
LABYCLOZ	CLOZAPINE, SERUM	Clozapine, Serum	118
LABYCLOZ	CLOZAPINE, SERUM		6
LABYCMBP	MYELIN BASIC PROTEIN, CSF	Myelin Basic Protein, CSF	2
LABYCMBP	MYELIN BASIC PROTEIN, CSF		2
LABYCOPPR	COPPER, SERUM	Copper, Serum	591
LABYCOPPR	COPPER, SERUM		16
LABYCP	C - PEPTIDE, SERUM	C-Peptide, Serum	639
LABYCP	C - PEPTIDE, SERUM		60
LABYCPYRU	PYRUVATE, CSF	Pyruvate, CSF	41
LABYCPYRU	PYRUVATE, CSF		8
LABYCYANI	CYANIDE, BLOOD	Cyanide, Blood	103
LABYCYANI	CYANIDE, BLOOD		12
LABYCYSTC	CYSTATIN C, SERUM / PLASMA	Cystatin C, Serum/Plasma	4
LABYDESIP	DESIPRAMINE, SERUM	Desipramine, Serum	70
LABYDESIP	DESIPRAMINE, SERUM		4
LABYDGIGA	GLIADIN (DEAMIDATED) IGA,SERUM	Gliadin Deamidated IgA, Serum	59
LABYDGIGA	GLIADIN (DEAMIDATED) IGA,SERUM		10
LABYDHEA	DEHYDROEPIANDROSTERONE, SERUM	Dehydroepiandrosterone, Serum	20
LABYDHEA	DEHYDROEPIANDROSTERONE, SERUM		6
LABYDHEAS	DEHYDROEPIANDROSTERONE, SULFATE	Dehydroepiandrosterone Sulfate	28
LABYDHEAS	DEHYDROEPIANDROSTERONE, SULFATE		2
LABYDIAZE	DIAZEPAM AND NORDIAZEPAM	Diazepam and Nordiazepam	4
LABYDIAZE	DIAZEPAM AND NORDIAZEPAM		2
LABYDIGT	DIGITOXIN, SERUM	Digitoxin, Serum	150
LABYDIGT	DIGITOXIN, SERUM	Digitoxin	9
LABYDIGT	DIGITOXIN, SERUM		6
LABYDIPT	DIPHTHERIA TOXOID IGA AB	Diphtheria Toxoid IgA Ab	18
LABYDISO	DISOPYRAMIDE, SERUM	Disopyramide, Serum	2
LABYDNBT	ANTI - DNASE B TITER	Anti-DNASE B Titer	24
LABYDOC	11-DEOXYCORTISOL, SERUM	Deoxycorticosteroids, Plasma	2
LABYDROTC	DRUG SCREEN PRESCRIPTION / OTC	Drug Screen Prescription/OTC	52
LABYDROTC	DRUG SCREEN PRESCRIPTION / OTC		8
LABYEB	EBV AB PROFILE, SERUM		28
LABYEB	EBV AB PROFILE, SERUM	EBV Ab Panel	18
LABYEBPCR	EPSTEIN-BARR VIRUS PCR, NON-BLOOD	Epstein-Barr Virus PCR, Non-Blood	248
LABYEBPCR	EBV PCR, FLUIDS (EPSTEIN-BARR VIRUS PCR, FLUIDS)		96
LABYEBPCR	EPSTEIN-BARR VIRUS PCR, CSF	EBV BY RAPID PCR, CSF	81
LABYEBPCR	EBV BY RAPID PCR, CSF		60
LABYEBPCR	EPSTEIN-BARR VIRUS PCR, CSF		52
LABYEBPCR	EBV PCR, CSF	EBV PCR, CSF	38
LABYEBPCR	EPSTEIN BARR VIRUS PCR, FLUIDS		31
LABYEBPCR	EBV PCR, CSF		29
LABYEBPCR	EBV BY RAPID PCR, CSF	EBV BY RAPID PCR, CSF	26
LABYEBPCR	EBV PCR, FLUIDS (EPSTEIN-BARR VIRUS PCR, FLUIDS)	EBV BY RAPID PCR, CSF	24
LABYEBPCR	EPSTEIN BARR VIRUS PCR, FLUIDS	Epstein Barr Virus PCR, Fluids	18
LABYEBPCR	EBV PCR, CSF	EBV BY RAPID PCR, CSF	12
LABYEBPCR	EPSTEIN BARR VIRUS PCR, FLUIDS	EBV BY RAPID PCR, CSF	10
LABYEBPCR	EPSTEIN-BARR VIRUS PCR, NON-BLOOD	EBV BY RAPID PCR, CSF	2
LABYEMA	ENDOMYSIAL ANTIBODIES, SERUM	Endomysial Antibodies, Serum	4
LABYENABE	EXTRACTABLE NUCLEAR AG EVALUATION, SERUM		6
LABYENABE	EXTRACTABLE NUCLEAR AG EVALUATION, SERUM	Extractable Nuclear Ag Evaluation, Serum	1
LABYENPCR	ENTEROVIRUS PCR	Enterovirus, PCR, CSF	203
LABYENPCR	ENTEROVIRUS PCR		149
LABYENPCR	ENTEROVIRUS PCR	Enterovirus PCR	78
LABYENPCR	ENTEROVIRUS PCR	Enterovirus, PCR	64
LABYENTE	YERSINIA ENTEROCOLITICA AB	Yersinia Enterocolitica Ab	85
LABYENTE	YERSINIA ENTEROCOLITICA AB		2
LABYEPIAB	CUTANEOUS IMMUNOFLUOR AB	Cutaneous Immunofluor Ab	2
LABYERYTH	ERYTHROPOIETIN	Erythropoietin,	555
LABYERYTH	ERYTHROPOIETIN		65
LABYERYTH	ERYTHROPOIETIN, SERUM	ERYTHROPOIETIN	12
LABYERYTH	ERYTHROPOIETIN	ERYTHROPOIETIN	4
LABYESTRI	ESTRIOL FREE	Estriol Free	2
LABYESTRN	ESTRONE, SERUM	Estrone, Serum	2
LABYESTRO	ESTROGENS E1 AND E2 FRACTIONATED	Estrogens E1 And E2 Fractionated	34
LABYFACE	FATTY ACID PROFILE ESSENTIAL	Fatty Acid Profile Essential	20
LABYFACE	FATTY ACID PROFILE ESSENTIAL		2
LABYFCAR	CARBAMAZEPINE FREE AND TOTAL, SERUM	Carbamazepine Free And Total, Serum	93
LABYFCAR	CARBAMAZEPINE FREE AND TOTAL, SERUM		6
LABYFCHYL	LIPID ANALYSIS, BODY FLUID	Lipid Analysis, Body Fluid	12
LABYFCHYL	LIPID ANALYSIS, BODY FLUID		10
LABYFCL	CHLORIDE, FLUID	Chloride, Fluid	10
LABYFCL	CHLORIDE, FLUID		10
LABYFCL	CHLORIDE, FLUID	Chloride, Pleural Fluid	4
LABYFCL	CHLORIDE, FLUID	Chloride, Peritoneal Fluid	2
LABYFELBA	FELBAMATE	Felbamate	14
LABYFFATQ	FAT, FECAL QUANTITATIVE	Fat, Fecal Quantitative	543
LABYFFATQ	FAT, FECAL QUANTITATIVE		160
LABYFGL	GLUCOSE, FLUID	Glucose, Fluid	578
LABYFGL	GLUCOSE, FLUID		528
LABYFGL	GLUCOSE, FLUID	Glucose, Pleural Fluid	72
LABYFGL	GLUCOSE, FLUID	Glucose, Peritoneal  Fluid	18
LABYFGL	GLUCOSE, FLUID	Glucose, Synovial Fluid	6
LABYFGL	GLUCOSE, FLUID	Glucose, Pericardial  Fluid	2
LABYFK	POTASSIUM, FLUID	Potassium, Fluid	8
LABYFK	POTASSIUM, FLUID		4
LABYFLUO	5 - FLUCYTOSINE	5-Flucytosine	86
LABYFLUO	5 - FLUCYTOSINE		2
LABYFLUZ	FLUCONAZOLE LEVEL	Fluconazole Level	225
LABYFLUZ	FLUCONAZOLE LEVEL		14
LABYFMG	MAGNESIUM, FLUID	Magnesium, Fluid	4
LABYFMG	MAGNESIUM, FLUID	Magnesium, Pleural Fluid	2
LABYFNA	SODIUM, FLUID	Sodium, Fluid	10
LABYFNA	SODIUM, FLUID		6
LABYFNA	SODIUM, FLUID	Sodium, Peritoneal Fluid	2
LABYFPHEN	PHENYTOIN TOTAL AND FREE, PLASMA	Phenytoin Total And Free, Plasma	317
LABYFPHEN	PHENYTOIN TOTAL AND FREE, PLASMA	Phenytoin Total and Free, Plasma	68
LABYFPHEN	PHENYTOIN TOTAL AND FREE, PLASMA		16
LABYFPHEN	PHENYTOIN TOTAL AND FREE, PLASMA	Phenytoin total, plasma	14
LABYFRUCM	FRUCTOSAMINE	Fructosamine	163
LABYFRUCM	FRUCTOSAMINE		2
LABYFT3	T3, FREE	T3, Free	1777
LABYFT3	T3, FREE		170
LABYFUN	UREA NITROGEN, FLUID	Urea Nitrogen, Fluid	84
LABYFUN	UREA NITROGEN, FLUID		36
LABYFUN	UREA NITROGEN, FLUID	Urea Nitrogen, Pleural Fluid	16
LABYFUN	UREA NITROGEN, FLUID	Urea Nitrogen, Peritoneal Fluid	4
LABYFUN	UREA NITROGEN, FLUID	Urea Nitrogen, Pericardial  Fluid	2
LABYFUN	UREA NITROGEN, FLUID	Urea Nitrogen, Synovial  Fluid	2
LABYFVPA	VALPROIC ACID FREE AND TOTAL	Valproic Acid Free And Total	463
LABYFVPA	VALPROIC ACID FREE AND TOTAL		20
LABYFVPA	VALPROIC ACID FREE AND TOTAL	Valproic acid, total	14
LABYGADAB	GLUTAMIC ACID DECARBOXY AB	Glutamic Acid Decarboxy Ab	15
LABYGADAB	GLUTAMIC ACID DECARBOXY AB		5
LABYGAS	GASTRIN, SERUM	Gastrin, Serum	6
LABYGBMGE	GBM AB, IGG	GBM Ab, IgG	22
LABYGBMGE	GBM AB, IGG	Gbm antibody, IgG	4
LABYGDA	DRUG SCREEN, FLUIDS	Drug screen, fluids	110
LABYGDA	DRUG SCREEN, FLUIDS		8
LABYGDA	DRUG SCREEN, FLUIDS	Drug Screen, Fluids	2
LABYGLUC	GLUCAGON	Glucagon	46
LABYGLUC	GLUCAGON		8
LABYHABQ	HEP B SURF AB QUANT	Hep B Surf AB Quant	325
LABYHABQ	HEP B SURF AB QUANT	Hepatitis B Surface Ab Quantitative	119
LABYHABQ	ANTI HBS QUANT	HEPATITIS B SURFACE AB (M)	107
LABYHABQ	HEPATITIS B SURFACE AB QUANTITATIVE	Hepatitis B Surface Ab Quantitative	82
LABYHABQ	ANTI HBS QUANT	Hepatitis B Surface Ab Quantitative	28
LABYHABQ	HEP B SURF AB QUANT		22
LABYHABQ	ANTI HBS QUANT	ANTI HBS QUANT	19
LABYHABQ	ANTI HBS QUANT		16
LABYHABQ	HEPATITIS B SURFACE AB QUANTITATIVE		4
LABYHABQ	HEP B SURF AB QUANT	HEPATITIS B SURFACE AB (M)	1
LABYHAET	HEMOPHILUS INFLUENZA IGG	Hemophilus Influenza IgG	44
LABYHALO	HALOPERIDOL, SERUM	Haloperidol, Serum	4
LABYHALO	HALOPERIDOL, SERUM		2
LABYHCCSF	HCG BETA-SUBUNIT QUANTITATIVE, CSF	HCG Beta-Subunit Quantitative, CSF	42
LABYHCCSF	HCG BETA-SUBUNIT QUANTITATIVE, CSF	HCG Beta-Subunit Qn, CSF	18
LABYHCCSF	HCG BETA-SUBUNIT QUANTITATIVE, CSF		8
LABYHEMOC	HEMOCHROMATOSIS HFE GENE	Hemochromatosis HFE Gene	192
LABYHEMOC	HEMOCHROMATOSIS HFE GENE		8
LABYHGBP	HEMOGLOBIN, PLASMA	Hemoglobin, Plasma	402
LABYHGBP	HEMOGLOBIN, PLASMA		17
LABYHGH	GROWTH HORMONE, SERUM	Growth Hormone, Serum	8
LABYHGH	GROWTH HORMONE, SERUM		2
LABYHIST	HISTOPLASMA AB SCREEN	Histoplasma Ab Screen	38
LABYHIST	HISTOPLASMA AB SCREEN		6
LABYHIST	HISTOPLASMA AB SCREEN	Histoplasma Ab Screen (Phase II labs: To be drawn on second day)	3
LABYHISTA	HISTAMINE, SERUM	Histamine, Serum	10
LABYHISTA	HISTAMINE, PLASMA	HISTAMINE, PLASMA	6
LABYHISTC	HISTOPLASMA AG, CSF	Histoplasma Ag, CSF	95
LABYHISTC	HISTOPLASMA AG, CSF		24
LABYHISTS	HISTOPLASMA AG, SERUM	Histoplasma Ag, Serum	1081
LABYHISTS	HISTOPLASMA AG, SERUM		68
LABYHISTU	HISTOPLASMA AG, URINE	Histoplasma Ag, Urine	2104
LABYHISTU	HISTOPLASMA AG, URINE		612
LABYHISTU	HISTOPLASMA AG, URINE	Histoplasma Antigen, Urine	6
LABYHMPVP	HUMAN METAPNEUMOVIRUS PCR		24
LABYHMPVP	HUMAN METAPNEUMOVIRUS PCR	Human Metapneumovirus PCR	12
LABYHMS	HEAVY METALS SCREEN, BLOOD	Heavy Metals Screen, Blood	131
LABYHMS	HEAVY METALS SCREEN, BLOOD		22
LABYHPL	HUMAN PLACENTAL LACTOGEN	Human Placental Lactogen	6
LABYICP	IMMUNE COMPLEX PANEL	Immune Complex Panel	8
LABYIFBA	INTRINSIC FACTOR BLOCKING AB	Intrinsic Factor Blocking Ab	88
LABYIFBA	INTRINSIC FACTOR BLOCKING AB		6
LABYIGF1	INSULIN LIKE GROWTH FACTOR I	Insulin Like Growth Factor I	17
LABYIGF1	INSULIN LIKE GROWTH FACTOR I		4
LABYIGF2	INSULIN LIKE GROWTH FACTOR II	Insulin Like Growth Factor II	39
LABYIGF2	INSULIN LIKE GROWTH FACTOR II		4
LABYIMIPR	IMIPRAMINE AND DESIPRAMINE	Imipramine And Desipramine	13
LABYINFAB	INFLUENZA AB PANEL	Influenza Ab Panel	131
LABYINFAB	INFLUENZA AB PANEL		18
LABYINH	INHIBIN B	Inhibin B	32
LABYINH	INHIBIN B		4
LABYINSFT	INSULIN FREE AND TOTAL	Insulin Free And Total	20
LABYINSFT	INSULIN FREE AND TOTAL		2
LABYITRA	ITRACONAZOLE LEVEL	Itraconazole	195
LABYITRA	ITRACONAZOLE LEVEL		12
LABYJCPCR	JC VIRUS DNA, PCR	JC VIRUS DNA, PCR	231
LABYJCPCR	JC VIRUS DNA, PCR	JC Virus DNA, PCR	110
LABYJCPCR	JC VIRUS DNA, PCR		60
LABYKLFRE	IMMUNO FREE LIGHT CHAINS	Immuno Free Light Chains	20
LABYLACTS	LACTOFERRIN DETECTION, STOOL	Lactoferrin Detection, Stool	209
LABYLACTS	LACTOFERRIN DETECTION, STOOL		40
LABYLAMO	LAMOTRIGINE	Lamotrigine	251
LABYLAMO	LAMOTRIGINE		10
LABYLAP	LEUKOCYTE ALKALINE PHOSPATASE SCORE	Leukocyte Alkaline Phospatase Score	16
LABYLAP	LEUKOCYTE ALKALINE PHOSPATASE SCORE		2
LABYLCFA	FATTY ACID PROF PEROXIDASE (C22 - C26)	Fatty Acid Prof Peroxidase (C22-C26)	6
LABYLCFA	FATTY ACID PROF PEROXIDASE (C22 - C26)		4
LABYLDISO	LD ISOENZYMES	LD Isoenzymes	10
LABYLDISO	LD ISOENZYMES		2
LABYLEADB	LEAD, BLOOD	Lead, Blood	150
LABYLEADB	LEAD, BLOOD		10
LABYLEGS	LEGIONELLA PNEUMOPHILA, AB	Legionella Pneumophila, Ab	87
LABYLEGS	LEGIONELLA PNEUMOPHILA, AB		4
LABYLEPT	LEPTOSPIROSIS AB	Leptospirosis AB	135
LABYLEPT	LEPTOSPIROSIS AB		10
LABYLEPTN	LEPTIN	Leptin	2
LABYLEVT	LEVETIRACETAM	Levetiracetam	214
LABYLEVT	LEVETIRACETAM		27
LABYLYSO	LYSOZYME, PLASMA	Lysozyme, Plasma	36
LABYLYSO	LYSOZYME, PLASMA		2
LABYMANG	MANGANESE	Manganese	67
LABYMEM	MEASLES AB, IGM	Measles Ab, IgM	4
LABYMERC	MERCURY, BLOOD	Mercury, Blood	4
LABYMETFF	METANEPHRINES FRACTIONATED FREE, PLASMA	Metanephrines Fractionated Free, Plasma	491
LABYMETFF	METANEPHRINES FRACTIONATED FREE, PLASMA		40
LABYMETHS	METHSUXIMIDE	Methsuximide	4
LABYMEXIL	MEXILETINE	Mexiletine	50
LABYMGEA	MYASTHENIA GRAVIS EVALUATION ADULT	Myasthenia Gravis Evaluation Adult	95
LABYMGEA	MYASTHENIA GRAVIS EVALUATION ADULT		2
LABYMPA	MYCOPHENOLIC ACID	Mycophenolic Acid	129
LABYMPA	MYCOPHENOLIC ACID		19
LABYMPO	MYELOPERIOXIDASE AB		4
LABYMYCRB	MYCOPLASMA CULTURE, RESPIRATORY	Mycoplasma Culture, Respiratory	56
LABYMYCRB	MYCOPLASMA CULTURE, RESPIRATORY		16
LABYNABF	INTERFERON NEUTRALIZING  AB	Interferon Neutralizing Ab	2
LABYNICK	NICKEL, SERUM	Nickel, Serum	4
LABYNMOG	NMO IGG	NMO IgG	82
LABYNMOG	NMO IGG	NMO-IgG	20
LABYNMOG	NMO IGG		12
LABYNOB	NEUTROPHIL OXIDATIVE BURST	Neutrophil Oxidative Burst	2
LABYOSTEO	OSTEOCALCIN HUMAN	Osteocalcin Human	2
LABYP4AB	PARAINFLUENZA AB	Parainfluenza Ab	4
LABYPA	PROCAINAMIDE	Procainamide	3
LABYPANPP	PANCREATIC POLYPEPTIDE	Pancreatic Polypeptide	4
LABYPARVO	PARVOVIRUS B19 IGG AND IGM AB	Parvovirus B19 IgG And IgM Ab	440
LABYPARVO	PARVOVIRUS B19 IGG AND IGM AB		38
LABYPCA	PARIETAL CELL AB, SERUM	Parietal Cell Ab, Serum	2
LABYPENTO	PENTOBARBITAL LEVEL	Pentobarbital Level	56
LABYPERAB	BORDETELLA PERTUSSIS IGG ABS	Bordetella pertussis IgG Abs	22
LABYPERAB	BORDETELLA PERTUSSIS IGG AND IGM AB	Bordetella Pertussis IgG And IgM Ab	6
LABYPERAB	BORDETELLA PERTUSSIS IGG ABS		2
LABYPERAB	BORDETELLA PERTUSSIS IGG AND IGM AB		2
LABYPHOLP	PHOSPHOLIPIDS	Phospholipids	4
LABYPLAB	PLATELET AB	Platelet Ab	90
LABYPLAB	PLATELET AB		10
LABYPR3	PROTEINASE 3 ANTIBODY	PROTEINASE 3 ANTIBODY	288
LABYPR3	PROTEINASE 3 AUTOANTIBODIES	Proteinase 3 Autoantibodies	70
LABYPR3	PROTEINASE 3 ANTIBODY	Proteinase 3 Antibody	12
LABYPR3	PROTEINASE 3 AUTOANTIBODIES		10
LABYPREAL	PREALBUMIN	Prealbumin	15483
LABYPREAL	PREALBUMIN		1353
LABYPRIMI	PRIMIDONE AND PHENOBARBITAL	Primidone And Phenobarbital	6
LABYPROIN	PROINSULIN, PLASMA	Proinsulin, Plasma	100
LABYPROIN	PROINSULIN, PLASMA		39
LABYPTHRP	PTH-RELATED PEPTIDE, PLASMA	PTH-Related Peptide, Plasma	609
LABYPTHRP	PTH-RELATED PEPTIDE, PLASMA		34
LABYPTSAB	PHOSPHATIDYLSERINE AB PANEL	Phosphatidylserine Ab Panel	4
LABYPYRU	PYRUVIC ACID	Pyruvic Acid	75
LABYPYRU	PYRUVIC ACID		8
LABYQUIN	QUINIDINE	Quinidine	2
LABYRAB	RABIES AB TITER CHK ENDPOINT	RABIES AB TITER CHK ENDPOINT	10
LABYRENIN	RENIN ACTIVITY, PLASMA	Renin Activity, Plasma	18
LABYRENIN	RENIN ACTIVITY, PLASMA		8
LABYRETAB	RETICULIN AB	Reticulin Ab	10
LABYRIBAB	RIBOSOMAL P PROTEIN AB	Ribosomal P Protein Ab	28
LABYRIBAB	RIBOSOMAL P PROTEIN AB		4
LABYRICK	RICKETTSIA AB PANEL	Rickettsia Ab Panel	74
LABYRICK	RICKETTSIA AB PANEL		10
LABYRISPM	RISPERIDONE AND 9 - HYDROXYRISPERDONE	Risperidone And 9-Hydroxyrisperdone	12
LABYRISPM	RISPERIDONE AND 9 - HYDROXYRISPERDONE		6
LABYRS	RSV IGG AND IGM AB	RSV IgG and IgM Ab	12
LABYRUBM	RUBELLA AB IGM		2
LABYSCERE	INFLAMM. BOWEL DISEASE PANEL,S	IDB Panel	6
LABYSCERE	INFLAMM. BOWEL DISEASE PANEL,S		2
LABYSCL70	AUTOANTIBODIES TO SCL 70	AutoAb To Scl 70	34
LABYSCL70	AUTOANTIBODIES TO SCL 70		6
LABYSDA	DRUG SCREEN, PLASMA	Drug Screen, Plasma	181
LABYSDA	DRUG SCREEN, PLASMA	Drug screen, plasma	45
LABYSDA	DRUG SCREEN, PLASMA		18
LABYSEROT	SEROTONIN, SERUM	Serotonin, Serum	103
LABYSEROT	SEROTONIN, SERUM		6
LABYSERTR	SERTRALINE LEVEL	Sertraline Level	9
LABYSES	SELENIUM, SERUM	Selenium, Serum	137
LABYSES	SELENIUM, SERUM		2
LABYSHBG	SEX HORMONE BINDING GLOBULIN	Sex Hormone Binding Globulin	6
LABYSHBG	SEX HORMONE BINDING GLOBULIN		2
LABYSMG	MAGNESIUM QUANTITATIVE, FECES	Magnesium Quantitative, Feces	24
LABYSMG	MAGNESIUM QUANTITATIVE, FECES		4
LABYSOMAT	SOMATOSTATIN	Somatostatin	20
LABYSOMAT	SOMATOSTATIN		4
LABYSSARO	AUTOANTIBODIES TO SS-A/RO	AutoAb To SS-A/RO	10
LABYSSBLA	AUTOANTIBODIES TO SS-B/LA	AutoAb To SS-B/LA	8
LABYSTA1A	ALPHA-1-ANTITRYPSIN, FECAL	Alpha-1-Antitrypsin, Fecal	6
LABYSTA1A	ALPHA-1-ANTITRYPSIN, FECAL		2
LABYSTCL	CHLORIDE, STOOL	Chloride, Stool	128
LABYSTCL	CHLORIDE, STOOL		46
LABYSTFR	SOLUBLE TRANSFERRIN RECEPTOR	Soluble Transferrin Receptor	215
LABYSTFR	SOLUBLE TRANSFERRIN RECEPTOR		18
LABYSTK	POTASSIUM, STOOL	Potassium, Stool	313
LABYSTK	POTASSIUM, STOOL		190
LABYSTK	POTASSIUM, RANDOM STOOL	Potassium, Random Stool	112
LABYSTK	POTASSIUM, RANDOM STOOL	POTASSIUM, RANDOM STOOL	70
LABYSTNA	SODIUM, STOOL	Sodium, Stool	309
