Rotation,Role,Provider_ID,Date,Chart_Review_Time,Note_Review_Time,Note_Entry_Time,Order_Entry_Time,Navigator_Time,Results_Review_Time,Total_Time,Number_EHR_Actions,Number_EHR_Actions_Accessed_Remotely,Number_Unique_Patient_Records_Accessed
General Medicine,PGY1,S0172085,2015-07-16,1:48:00,0:38:13,1:07:30,0:39:43,0:16:22,0:28:35,5:30:39,1561,0,9
General Medicine,PGY1,S0172085,2015-07-17,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,4,0,2
General Medicine,PGY1,S0172085,2015-07-14,0:00:00,0:00:00,0:00:00,0:02:31,0:00:00,0:00:00,0:02:31,6,0,3
General Medicine,PGY1,S0172085,2015-07-15,2:26:21,0:28:56,1:30:31,0:55:38,0:22:49,0:27:45,6:48:22,2071,13,18
General Medicine,PGY1,S0172085,2015-07-18,3:47:30,1:11:31,2:12:31,0:46:11,0:33:30,0:43:40,9:45:50,2757,58,71
Emergency Medicine,PGY1,S0172085,2015-07-19,3:49:14,0:36:14,1:56:34,0:28:08,0:28:41,0:56:53,8:43:39,2294,0,72
General Medicine,PGY1,S0195207,2016-08-28,1:11:47,0:47:14,0:01:04,0:06:29,0:07:24,0:00:37,2:30:22,771,0,11
General Medicine,PGY1,S0195207,2016-08-29,2:25:56,2:01:41,0:00:16,0:46:29,0:21:09,0:01:44,6:12:06,2243,8,16
General Medicine,PGY1,S0195210,2016-10-16,1:36:00,0:58:31,0:00:58,0:27:54,0:27:33,0:01:15,4:07:22,1084,0,14
General Medicine,PGY1,S0195210,2016-10-17,1:16:22,1:42:21,0:06:36,1:02:58,0:04:22,0:04:54,5:44:15,1355,165,8
General Medicine,PGY1,S0108268,2014-09-19,3:39:38,0:25:02,0:20:32,0:52:33,1:05:18,0:41:00,7:24:18,2443,29,11
General Medicine,PGY1,S0108268,2014-09-18,3:24:40,0:25:19,0:12:14,0:40:56,0:51:07,0:40:40,6:50:25,2220,402,13
General Medicine,PGY2+,S0172085,2016-09-23,2:20:00,1:29:23,0:00:00,0:03:27,0:07:08,0:04:29,4:28:17,2052,0,29
General Medicine,PGY1,S0108268,2014-09-15,0:57:53,0:00:00,0:00:00,0:00:02,0:00:00,0:02:20,1:04:56,331,321,18
General Medicine,PGY1,S0108268,2014-09-14,4:16:57,0:12:15,0:28:25,0:38:23,1:01:00,1:21:17,8:24:18,2657,0,13
General Medicine,PGY1,S0195230,2016-09-30,1:41:16,1:19:58,0:00:13,0:36:33,0:24:46,0:04:35,4:26:32,1413,0,10
General Medicine,PGY1,S0108268,2014-09-16,1:40:55,0:10:04,0:04:57,0:00:29,0:06:57,0:05:06,2:46:02,1017,1007,20
General Medicine,PGY1,S0195210,2016-10-18,1:17:53,1:03:51,0:01:18,0:22:49,0:25:17,0:04:07,3:46:15,1117,0,9
General Medicine,PGY1,S0195210,2016-10-19,1:09:24,0:46:29,0:00:58,0:25:21,0:12:54,0:05:18,3:26:24,1031,13,12
Emergency Medicine,PGY1,S0169406,2015-01-18,1:30:44,0:03:36,0:15:09,0:06:52,0:08:31,0:00:37,2:16:58,738,0,17
Night Team,PGY2+,S0169390,2016-06-02,0:49:45,0:18:46,0:00:03,0:10:12,0:04:36,0:04:08,1:51:54,399,14,7
Night Team,PGY2+,S0169390,2016-06-03,1:32:50,0:52:19,0:00:00,0:17:33,0:11:31,0:01:35,3:11:02,716,41,41
Night Team,PGY2+,S0169390,2016-06-01,1:38:27,1:01:15,0:00:04,0:20:29,0:06:12,0:00:19,3:17:54,865,0,35
Night Team,PGY2+,S0169390,2016-06-06,2:39:11,0:38:01,0:00:01,0:27:38,0:26:02,0:05:01,4:44:08,1334,46,63
Night Team,PGY2+,S0169390,2016-06-07,2:07:10,0:45:46,0:00:06,0:26:09,0:17:53,0:07:56,3:59:56,835,26,16
Night Team,PGY2+,S0169390,2016-06-04,2:58:33,2:06:58,0:00:12,0:43:05,0:16:07,0:02:55,6:41:28,1874,6,32
Night Team,PGY2+,S0169390,2016-06-05,2:49:45,1:17:43,0:00:33,0:29:18,0:20:20,0:07:07,5:29:46,1487,17,47
Night Team,PGY2+,S0169390,2016-06-08,1:23:40,0:34:24,0:00:00,0:11:46,0:05:31,0:02:56,2:34:21,814,25,21
General Medicine,PGY2+,S0172085,2016-09-25,3:01:26,1:54:24,0:00:10,0:07:34,0:07:35,0:10:12,5:54:36,2811,0,28
Emergency Medicine,PGY1,S0169406,2015-01-17,4:08:55,0:08:33,1:19:24,0:20:54,0:25:58,0:18:20,7:16:18,1790,0,26
General Medicine,PGY1,S0196593,2016-11-07,2:07:57,1:02:47,0:00:11,1:02:51,0:27:40,0:11:54,5:28:25,1586,0,9
General Medicine,PGY1,S0196593,2016-11-06,1:15:21,0:39:48,0:00:04,0:43:11,0:20:14,0:16:53,3:58:15,1210,58,7
General Medicine,PGY1,S0196593,2016-11-05,1:32:34,1:14:00,0:00:14,0:47:40,0:11:07,0:12:44,4:40:14,1415,109,10
General Medicine,PGY1,S0196593,2016-11-04,2:27:25,1:02:36,0:00:06,1:17:47,0:21:38,0:05:31,5:59:59,1745,0,11
General Medicine,PGY1,S0196593,2016-11-03,1:07:39,1:02:44,0:00:09,0:41:49,0:22:13,0:00:32,3:45:25,1186,38,7
General Medicine,PGY1,S0196593,2016-11-02,2:09:48,1:19:05,0:00:09,1:00:37,0:22:44,0:01:57,5:43:40,1482,28,7
General Medicine,PGY1,S0196593,2016-11-01,1:09:20,0:37:28,0:00:05,0:27:53,0:07:21,0:00:15,2:49:03,963,60,8
General Medicine,PGY1,S0196593,2016-11-09,0:02:57,0:08:05,0:00:00,0:00:15,0:00:21,0:00:01,0:12:32,114,110,5
General Medicine,PGY1,S0196593,2016-11-08,0:57:34,0:23:24,0:00:10,0:18:19,0:04:25,0:02:13,2:21:57,816,47,6
General Medicine,PGY1,S0181083,2015-06-28,2:37:41,0:06:55,1:18:38,0:29:48,0:51:13,0:26:21,6:27:32,1706,110,9
General Medicine,PGY1,S0056755,2014-10-02,0:04:09,0:00:00,0:00:20,0:00:00,0:00:00,0:00:00,0:07:35,73,69,7
General Medicine,PGY1,S0056755,2014-10-01,3:38:09,0:20:48,0:16:51,0:27:44,0:15:23,0:20:33,5:32:22,1306,0,7
General Medicine,PGY1,S0056755,2014-10-07,1:34:27,0:00:41,0:05:18,0:03:36,0:06:27,0:06:47,2:00:25,420,0,10
General Medicine,PGY1,S0056755,2014-10-06,5:00:03,0:17:37,0:20:21,0:56:51,0:25:39,0:06:54,7:41:59,2107,44,8
General Medicine,PGY1,S0056755,2014-10-05,4:58:40,0:17:30,0:24:21,0:45:28,0:21:04,0:16:24,8:01:03,2238,610,13
General Medicine,PGY1,S0056755,2014-10-04,4:48:25,0:15:07,0:43:38,0:47:44,0:39:57,0:17:13,7:57:04,2131,166,27
General Medicine,PGY1,S0056755,2014-10-09,3:07:02,0:03:35,0:26:11,0:31:13,0:28:14,0:09:41,5:07:00,1267,0,9
General Medicine,PGY1,S0056755,2014-10-08,3:34:05,0:11:41,0:08:23,0:48:32,0:16:39,0:02:36,5:22:06,1451,0,9
General Medicine,PGY1,S0181083,2015-06-26,2:19:19,0:18:22,1:03:38,0:50:52,0:29:09,0:21:49,6:02:07,1503,0,6
General Medicine,PGY1,S0181083,2015-06-27,3:29:10,0:05:53,1:25:45,0:59:15,0:54:56,0:28:47,8:12:46,1654,0,11
Intensive Care Unit,PGY2+,S0181070,2016-08-26,0:00:00,0:00:00,0:00:00,0:00:22,0:00:00,0:00:00,0:00:22,9,0,3
Intensive Care Unit,PGY2+,S0181070,2016-08-24,1:07:38,0:54:28,0:13:06,0:05:40,0:18:58,0:01:18,2:53:07,1129,0,13
Intensive Care Unit,PGY2+,S0181070,2016-08-23,2:22:08,1:38:07,0:02:56,0:38:09,0:25:59,0:06:27,5:27:14,1666,27,17
Intensive Care Unit,PGY2+,S0181070,2016-08-22,1:04:03,1:01:34,0:12:59,0:04:37,0:22:13,0:00:13,3:09:30,1030,0,11
Intensive Care Unit,PGY2+,S0108268,2016-01-28,1:42:27,0:44:26,0:13:19,0:16:54,0:33:04,0:22:19,4:23:50,1636,0,25
Intensive Care Unit,PGY2+,S0108268,2016-01-29,1:56:30,0:50:53,0:24:48,0:14:10,0:25:01,0:33:01,4:40:19,1766,0,17
Intensive Care Unit,PGY2+,S0108268,2016-01-22,1:47:03,1:01:03,0:34:05,0:18:09,0:23:01,0:31:49,5:17:19,1843,0,29
Intensive Care Unit,PGY2+,S0108268,2016-01-23,0:01:11,0:01:34,0:00:40,0:00:01,0:00:00,0:00:00,0:03:46,60,50,9
Intensive Care Unit,PGY2+,S0108268,2016-01-20,1:56:51,0:57:31,0:16:08,0:03:35,0:24:51,0:19:48,4:12:13,1268,41,26
Intensive Care Unit,PGY2+,S0108268,2016-01-21,1:14:57,1:06:24,0:53:58,0:28:31,0:23:49,0:25:23,5:12:53,1885,41,28
Intensive Care Unit,PGY2+,S0108268,2016-01-26,2:09:52,1:03:16,0:16:38,0:15:42,0:26:35,0:30:27,5:05:04,1559,0,19
Intensive Care Unit,PGY2+,S0108268,2016-01-27,0:01:22,0:04:26,0:00:08,0:01:37,0:00:00,0:00:30,0:08:09,69,51,8
Intensive Care Unit,PGY2+,S0108268,2016-01-24,1:33:35,0:59:42,0:07:23,0:30:26,1:06:14,1:14:46,6:03:41,2548,20,20
Intensive Care Unit,PGY2+,S0108268,2016-01-25,1:41:43,0:50:17,0:11:40,0:16:48,0:21:23,0:29:37,4:06:15,1465,0,17
General Medicine,PGY1,S0195214,2016-08-14,2:20:43,0:58:07,0:00:31,0:39:27,0:22:15,0:00:18,5:05:53,1352,127,9
General Medicine,PGY1,S0181057,2016-06-22,0:05:23,0:20:03,0:00:00,0:02:39,0:01:01,0:00:03,0:31:24,382,380,20
Night Team,PGY2+,S0181070,2016-09-30,1:45:54,0:47:13,0:00:04,0:43:20,0:01:46,0:03:18,3:36:27,1042,48,17
General Medicine,PGY1,S0181057,2016-06-23,2:27:32,2:13:56,0:00:11,0:52:22,0:29:07,0:01:28,6:53:11,2503,0,23
General Medicine,PGY1,S0181057,2016-06-20,1:00:32,0:50:41,0:00:06,0:48:04,0:13:08,0:00:27,3:16:55,1285,101,11
General Medicine,PGY1,S0169400,2014-11-09,2:06:18,0:01:48,1:29:41,0:25:40,0:11:24,0:15:23,4:46:41,1083,0,5
General Medicine,PGY1,S0195214,2016-08-12,2:12:36,1:59:39,0:01:04,0:29:37,0:25:39,0:00:01,5:25:02,1364,0,6
General Medicine,PGY1,S0195213,2016-10-31,0:59:11,0:37:52,0:04:04,0:14:39,0:06:30,0:03:05,2:45:37,960,0,10
General Medicine,PGY1,S0195213,2016-10-30,2:44:40,1:25:52,0:00:04,0:42:32,0:19:44,0:04:28,5:49:27,1401,64,13
General Medicine,PGY1,S0181526,2016-05-11,2:41:51,1:04:52,0:00:08,0:17:48,0:11:53,0:05:43,5:03:30,1303,186,23
General Medicine,PGY1,S0181526,2016-05-10,0:52:43,0:25:40,0:00:24,0:03:59,0:02:12,0:00:02,1:48:54,519,109,16
General Medicine,PGY1,S0181526,2016-05-13,1:37:34,0:58:11,0:00:08,0:20:10,0:05:32,0:03:43,3:27:31,993,193,11
General Medicine,PGY1,S0181526,2016-05-12,0:11:49,0:01:03,0:00:00,0:00:00,0:00:00,0:07:59,0:24:23,107,101,6
General Medicine,PGY1,S0181526,2016-05-15,0:24:17,0:05:44,0:00:00,0:00:00,0:00:00,0:07:01,0:43:02,161,155,7
General Medicine,PGY1,S0181063,2016-03-28,0:41:53,0:44:09,0:01:13,0:46:02,0:12:54,0:01:06,3:00:57,1050,46,6
General Medicine,PGY1,S0181526,2016-05-17,3:03:42,0:48:03,0:00:12,0:19:26,0:13:23,0:05:24,5:24:27,1531,89,19
General Medicine,PGY1,S0181526,2016-05-16,2:22:53,1:25:51,0:00:08,0:23:57,0:17:12,0:07:26,5:18:40,1367,31,29
General Medicine,PGY1,S0181526,2016-05-19,1:41:41,0:58:35,0:00:18,0:19:16,0:08:19,0:11:45,4:04:16,1023,53,19
General Medicine,PGY1,S0181526,2016-05-18,3:04:50,0:31:36,0:02:54,0:45:58,0:03:35,0:10:51,6:06:30,1515,95,20
General Medicine,PGY1,S0181063,2016-03-29,0:01:08,0:05:06,0:00:00,0:00:00,0:00:00,0:00:01,0:06:22,46,44,3
Emergency Medicine,PGY2+,S0181056,2016-09-08,4:36:59,1:30:19,0:07:12,0:35:48,0:41:21,0:03:01,8:52:30,3182,0,30
Night Team,PGY2+,S0169404,2015-12-29,1:38:20,1:45:26,1:28:25,1:20:17,0:12:47,0:47:29,7:51:11,4569,1660,31
Emergency Medicine,PGY2+,S0181056,2016-09-09,3:32:18,1:15:37,0:04:35,0:40:03,0:29:25,0:04:05,6:46:51,2217,0,59
General Medicine,PGY1,S0181063,2016-03-27,0:58:37,1:05:46,0:00:34,0:32:14,0:25:13,0:02:55,3:33:28,1339,27,8
Intensive Care Unit,PGY2+,S0109179,2016-02-24,2:40:47,1:09:25,0:01:50,0:25:08,0:16:42,0:05:21,4:50:11,1815,136,29
Intensive Care Unit,PGY2+,S0181525,2016-09-29,0:55:39,0:16:06,0:06:31,0:03:22,0:10:33,0:04:47,2:04:53,476,20,11
Intensive Care Unit,PGY2+,S0181525,2016-09-28,1:50:50,0:13:03,0:00:41,0:11:37,0:13:34,0:01:28,2:43:11,802,0,11
Emergency Medicine,PGY2+,S0181056,2016-09-01,3:25:07,0:38:03,0:15:33,0:42:30,0:34:58,0:02:18,6:50:52,2598,206,35
General Medicine,PGY1,S0169403,2015-03-30,2:54:07,1:06:44,1:52:35,0:43:07,0:41:45,0:39:55,8:34:10,2344,0,15
General Medicine,PGY1,S0169403,2015-03-31,1:57:09,1:08:12,1:02:01,0:37:17,0:33:06,0:46:38,6:31:32,1932,10,17
Night Team,PGY2+,S0181065,2016-08-03,2:42:23,0:29:35,0:00:03,0:24:22,0:07:26,0:13:41,4:26:51,2635,1044,28
General Medicine,PGY1,S0074196,2015-09-03,1:21:13,0:23:02,0:52:11,0:33:56,0:05:24,0:19:39,3:45:40,957,0,16
Night Team,PGY2+,S0181065,2016-08-01,4:57:18,0:35:43,0:00:04,0:26:33,0:10:48,0:06:12,6:41:07,3002,0,39
Night Team,PGY2+,S0181065,2016-08-07,5:27:30,0:54:40,0:00:07,0:14:58,0:25:58,0:05:54,7:30:35,2176,156,26
Night Team,PGY2+,S0181065,2016-08-06,0:56:52,0:25:44,0:00:06,0:06:26,0:04:00,0:07:19,2:10:36,1188,0,16
Night Team,PGY2+,S0181065,2016-08-05,2:43:11,0:28:12,0:00:44,0:17:20,0:09:34,0:02:07,3:57:23,1345,0,23
General Medicine,PGY1,S0074196,2015-09-02,2:10:49,0:16:16,1:21:29,1:00:03,0:17:26,0:14:16,5:55:52,1465,28,15
Night Team,PGY2+,S0181065,2016-08-09,3:20:32,0:52:35,0:00:57,0:21:29,0:09:39,0:16:38,5:18:06,1744,173,27
Night Team,PGY2+,S0181065,2016-08-08,3:25:02,0:52:53,0:00:07,0:21:38,0:26:28,0:15:17,5:56:23,3074,0,155
Intensive Care Unit,PGY2+,S0181525,2016-09-27,1:26:56,0:37:39,0:01:23,0:34:38,0:26:12,0:00:56,3:26:20,1056,0,16
Intensive Care Unit,PGY2+,S0181525,2016-09-26,1:31:26,0:37:54,0:13:09,0:09:13,0:16:03,0:00:02,3:29:29,649,0,11
Intensive Care Unit,PGY2+,S0181525,2016-09-21,1:43:08,0:27:56,0:09:38,0:28:43,0:29:14,0:01:03,3:50:32,1084,0,17
Intensive Care Unit,PGY2+,S0181525,2016-09-20,1:46:46,1:00:04,0:05:25,0:20:25,0:38:13,0:01:42,4:13:22,1115,0,18
General Medicine,PGY1,S0172645,2016-01-28,0:50:49,1:10:02,1:26:24,0:19:47,0:12:53,0:10:04,4:20:06,1740,10,9
General Medicine,PGY1,S0181073,2015-10-19,0:59:32,1:09:47,1:22:34,0:27:47,0:27:18,0:42:49,5:35:26,1815,126,5
General Medicine,PGY1,S0108268,2014-12-31,0:04:12,0:00:00,0:00:26,0:00:06,0:00:01,0:00:00,0:09:21,142,120,12
Intensive Care Unit,PGY2+,S0181525,2016-09-23,1:59:23,0:23:39,0:00:49,0:52:59,0:44:12,0:18:47,5:07:15,1124,0,18
General Medicine,PGY1,S0176040,2015-11-08,1:34:02,1:22:42,1:57:14,0:16:32,0:24:55,0:41:32,7:02:47,1960,28,10
General Medicine,PGY1,S0172645,2016-01-20,0:38:57,0:59:26,2:10:40,0:19:59,0:13:06,0:14:38,4:55:07,1496,15,9
General Medicine,PGY1,S0172645,2016-01-21,1:46:12,1:46:57,2:34:04,0:44:47,0:17:21,0:19:43,7:48:45,2113,0,13
General Medicine,PGY1,S0172645,2016-01-22,1:01:56,1:37:40,1:43:13,0:34:53,0:16:07,0:17:23,5:56:44,1793,0,11
General Medicine,PGY1,S0074196,2015-09-04,1:51:49,0:28:40,2:20:54,0:31:28,0:16:01,0:21:11,6:15:20,1579,0,13
General Medicine,PGY1,S0172645,2016-01-24,1:26:14,1:20:18,3:07:10,0:39:54,0:33:37,0:22:15,7:52:02,1972,7,11
General Medicine,PGY1,S0172645,2016-01-25,0:59:05,1:11:08,1:24:07,0:36:15,0:13:58,0:19:24,5:03:01,1574,54,8
General Medicine,PGY1,S0172645,2016-01-26,1:31:46,1:30:31,1:59:33,1:02:46,0:26:00,0:47:58,7:57:42,2269,67,13
General Medicine,PGY1,S0172645,2016-01-27,1:25:13,1:15:26,1:31:20,0:43:27,0:20:33,0:26:22,6:00:43,1897,0,14
General Medicine,PGY1,S0195224,2016-10-26,1:40:28,1:27:54,0:00:08,0:20:04,0:10:08,0:00:12,3:56:35,1092,86,7
General Medicine,PGY1,S0195224,2016-10-27,2:19:15,1:48:55,0:00:18,0:52:53,0:27:49,0:05:32,6:37:40,1915,143,21
General Medicine,PGY1,S0195224,2016-10-24,5:11:39,1:29:34,0:00:10,1:05:24,0:29:29,0:17:52,9:33:36,3703,41,23
General Medicine,PGY1,S0195224,2016-10-25,1:46:47,1:34:20,0:12:52,1:04:30,0:25:10,0:19:21,6:20:14,1999,20,16
General Medicine,PGY1,S0195224,2016-10-22,3:53:35,1:21:33,0:01:34,1:00:37,0:32:19,0:07:30,7:46:16,2390,0,17
General Medicine,PGY1,S0195224,2016-10-23,2:31:46,1:05:49,0:00:11,0:23:55,0:22:57,0:02:04,5:00:29,1359,0,10
General Medicine,PGY1,S0195224,2016-10-20,0:16:20,0:25:04,0:00:02,0:07:00,0:01:35,0:04:47,1:02:44,272,211,14
General Medicine,PGY1,S0195224,2016-10-21,2:12:44,1:13:55,0:00:06,0:45:16,0:31:10,0:09:18,5:11:16,1546,258,5
General Medicine,PGY1,S0195224,2016-10-28,0:16:30,0:01:19,0:00:00,0:00:00,0:00:00,0:02:46,0:22:49,116,0,8
General Medicine,PGY1,S0195224,2016-10-29,2:19:21,1:25:18,0:00:08,1:13:51,0:24:58,0:01:56,5:47:22,1381,15,12
General Medicine,PGY1,S0181525,2015-11-05,1:48:08,0:50:46,1:19:31,1:23:46,0:37:37,0:46:04,7:05:58,1619,0,9
General Medicine,PGY1,S0181525,2015-11-04,2:28:07,1:27:29,1:27:30,0:52:46,0:43:15,1:01:02,8:34:24,2221,76,14
General Medicine,PGY1,S0181525,2015-11-07,0:00:00,0:00:00,0:00:00,0:00:13,0:00:00,0:00:00,0:00:13,26,0,4
General Medicine,PGY1,S0181525,2015-11-06,0:55:35,0:48:16,1:20:19,0:36:00,0:36:38,0:41:15,5:23:26,1638,10,14
General Medicine,PGY1,S0181525,2015-11-01,1:08:55,1:01:20,2:44:01,0:28:36,0:12:38,0:31:19,6:27:07,1196,69,5
General Medicine,PGY1,S0181525,2015-11-03,0:07:39,0:10:24,0:01:06,0:00:53,0:00:11,0:02:27,0:22:49,197,171,9
General Medicine,PGY1,S0181525,2015-11-02,1:27:39,0:51:21,2:45:08,0:59:17,0:48:10,0:36:25,7:55:33,2259,105,12
General Medicine,PGY2+,S0169401,2015-12-12,1:54:52,1:08:14,0:16:08,0:22:02,0:08:53,0:44:57,4:51:50,1861,315,40
General Medicine,PGY1,S0074196,2015-09-10,0:00:00,0:00:00,0:00:00,0:00:03,0:00:00,0:00:00,0:00:03,14,0,4
General Medicine,PGY1,S0074196,2015-09-11,1:41:10,0:05:56,1:03:58,0:42:03,0:13:34,0:18:36,4:20:35,1339,100,11
General Medicine,PGY1,S0074196,2015-09-12,0:18:11,0:01:19,0:04:16,0:00:50,0:02:59,0:01:49,0:32:30,207,52,10
Night Team,PGY1,S0181061,2016-02-20,1:50:15,0:28:48,0:00:00,0:50:43,0:23:23,0:12:31,4:32:04,1278,0,37
Night Team,PGY1,S0181061,2016-02-27,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,4,0,2
Night Team,PGY1,S0181061,2016-02-26,1:04:58,0:18:26,0:00:08,0:15:42,0:07:43,0:07:16,2:10:59,477,3,11
Night Team,PGY1,S0181061,2016-02-25,2:02:59,0:26:22,0:00:03,0:25:47,0:23:09,0:02:23,3:38:45,1072,616,34
Night Team,PGY1,S0181061,2016-02-24,1:37:49,0:46:27,0:00:08,0:34:50,0:16:07,0:10:43,3:49:22,1254,326,34
General Medicine,PGY1,S0106952,2015-04-11,3:22:05,0:48:34,2:09:01,0:43:06,0:22:38,0:37:26,8:26:26,2172,502,26
General Medicine,PGY1,S0106952,2015-04-10,2:49:07,0:18:19,1:16:06,0:17:51,0:18:54,0:06:54,5:41:12,1437,113,19
General Medicine,PGY1,S0106952,2015-04-13,3:56:00,0:53:40,1:03:29,0:37:29,0:33:48,0:28:55,8:15:30,2268,58,14
General Medicine,PGY1,S0106952,2015-04-12,0:57:30,0:10:15,1:21:37,0:04:39,0:00:57,0:00:07,2:35:29,416,399,7
General Medicine,PGY1,S0106952,2015-04-15,3:54:39,0:20:53,3:03:00,0:22:01,0:18:23,0:28:57,8:56:09,1861,441,14
General Medicine,PGY1,S0106952,2015-04-14,3:33:17,1:00:55,2:54:50,0:22:21,0:28:51,0:27:42,9:13:26,2616,1557,41
General Medicine,PGY1,S0106952,2015-04-17,4:05:18,1:15:46,2:02:27,0:35:10,0:27:52,0:22:10,9:29:01,2890,1100,23
General Medicine,PGY1,S0106952,2015-04-16,4:15:35,0:28:47,1:31:32,0:52:49,0:44:08,0:27:15,8:52:55,2329,0,20
General Medicine,PGY1,S0106952,2015-04-19,3:39:55,0:08:20,1:43:07,0:47:46,0:12:22,0:26:26,7:38:22,1761,480,20
General Medicine,PGY1,S0106952,2015-04-18,4:50:52,0:13:43,1:16:15,1:07:30,0:54:27,0:10:28,8:57:50,2292,321,36
Night Team,PGY1,S0094535,2014-11-18,1:02:32,0:04:46,0:01:35,0:13:02,0:11:10,0:35:05,2:15:26,596,0,24
General Medicine,PGY2+,S0169401,2015-12-13,0:16:43,0:17:19,0:15:03,0:01:14,0:00:54,0:02:30,0:57:51,521,511,18
General Medicine,PGY2+,S0169394,2016-02-08,0:11:18,0:11:21,0:00:46,0:00:10,0:00:00,0:04:06,0:28:32,194,188,8
General Medicine,PGY2+,S0169394,2016-02-09,0:46:07,0:44:39,0:45:37,0:11:50,0:09:43,0:23:46,3:38:35,1509,140,22
Night Team,PGY2+,S0181083,2016-08-29,1:46:19,0:41:39,0:00:13,0:01:46,0:03:50,0:04:34,2:59:33,878,0,24
Night Team,PGY2+,S0181083,2016-08-28,2:10:32,1:00:03,0:02:52,0:32:56,0:04:48,0:00:43,4:32:03,1330,386,23
General Medicine,PGY2+,S0169394,2016-02-07,1:16:23,0:30:28,0:43:05,0:28:38,0:24:44,0:37:38,4:39:55,1449,486,20
General Medicine,PGY1,S0195216,2016-08-22,1:25:45,0:49:47,0:00:05,0:25:16,0:13:09,0:01:57,3:03:10,954,17,8
General Medicine,PGY1,S0172056,2016-04-29,1:25:53,1:44:45,0:00:02,0:15:19,0:25:11,0:00:13,4:37:27,1623,0,17
General Medicine,PGY1,S0195216,2016-08-21,2:16:34,1:16:48,0:00:07,0:41:57,0:29:46,0:10:52,5:44:43,2365,20,18
General Medicine,PGY1,S0195216,2016-08-26,2:58:21,1:57:51,0:00:17,0:36:18,0:19:31,0:05:16,6:36:25,2642,0,20
General Medicine,PGY1,S0195216,2016-08-27,1:22:18,1:15:00,0:00:27,0:22:14,0:11:43,0:04:47,3:44:20,1773,111,9
General Medicine,PGY1,S0195216,2016-08-24,2:14:39,1:49:40,0:00:28,0:37:06,0:27:36,0:05:29,6:06:47,2454,160,8
General Medicine,PGY1,S0172056,2016-04-28,0:13:39,0:08:19,0:00:59,0:00:32,0:00:26,0:00:07,0:40:10,518,506,16
General Medicine,PGY1,S0195216,2016-08-28,1:01:28,0:25:43,0:00:04,0:09:57,0:06:32,0:00:10,1:52:48,770,0,8
General Medicine,PGY1,S0195216,2016-08-29,2:57:28,2:42:56,0:00:09,0:50:31,0:21:59,0:00:18,7:27:41,2476,0,17
General Medicine,PGY1,S0195205,2016-08-31,1:22:52,1:13:35,0:00:07,0:32:39,0:20:28,0:00:18,3:55:08,1514,77,10
General Medicine,PGY1,S0195205,2016-08-30,0:10:45,0:18:37,0:00:00,0:00:42,0:05:40,0:00:11,0:36:47,216,208,8
Night Team,PGY2+,S0108268,2016-05-04,1:45:51,2:13:37,0:00:34,0:44:10,0:12:03,0:07:01,5:49:52,2081,0,38
Emergency Medicine,PGY1,S0169383,2015-03-20,4:42:05,0:38:33,1:31:31,0:35:04,0:28:37,0:26:02,9:31:00,2602,0,40
Night Team,PGY2+,S0108268,2016-05-06,1:31:09,0:48:03,0:00:25,0:18:51,0:08:20,0:01:18,3:10:18,1064,17,33
Night Team,PGY2+,S0108268,2016-05-07,1:09:28,0:53:37,0:00:57,0:04:15,0:08:50,0:04:32,2:42:40,992,34,25
Night Team,PGY2+,S0108268,2016-05-01,1:34:48,1:06:33,0:00:38,0:19:19,0:06:25,0:02:29,3:38:05,1273,77,21
Night Team,PGY2+,S0108268,2016-05-02,0:00:00,0:00:00,0:00:00,0:03:15,0:00:00,0:00:00,0:03:15,10,0,4
Night Team,PGY2+,S0108268,2016-05-03,3:44:31,2:02:32,0:00:11,0:12:03,0:08:57,0:04:01,6:58:40,2449,0,44
Night Team,PGY2+,S0108268,2016-05-08,1:11:34,0:54:39,0:00:04,0:23:43,0:12:33,0:00:48,2:53:28,954,76,16
Emergency Medicine,PGY1,S0169383,2015-03-22,4:16:20,1:08:56,2:14:49,0:31:20,0:21:43,0:16:25,9:35:55,2680,0,27
Night Team,PGY1,S0106952,2014-12-13,2:58:52,0:07:59,2:14:31,0:44:52,0:30:49,0:32:38,7:30:51,1756,93,46
Night Team,PGY1,S0106952,2014-12-12,2:03:20,0:05:52,0:05:57,0:15:07,0:35:35,0:20:22,3:32:59,968,81,38
Night Team,PGY1,S0106952,2014-12-11,2:14:37,0:01:39,2:25:14,0:29:43,0:12:07,0:26:18,6:09:22,1170,57,20
Emergency Medicine,PGY1,S0169383,2015-03-23,4:02:43,0:28:36,2:51:19,0:35:41,0:29:13,0:38:08,9:33:31,2331,0,31
General Medicine,PGY1,S0108287,2014-07-29,3:32:11,0:11:15,0:23:57,0:41:30,0:27:03,0:18:51,6:01:41,1406,0,13
General Medicine,PGY1,S0108287,2014-07-28,2:22:17,0:02:14,0:20:39,0:05:11,0:10:27,0:04:45,3:39:54,739,0,11
Intensive Care Unit,PGY2+,S0108287,2016-01-09,0:00:00,0:00:00,0:00:00,0:00:04,0:00:00,0:00:00,0:00:04,7,0,2
Night Team,PGY1,S0106952,2014-12-14,3:39:31,0:05:40,2:38:28,0:54:04,0:30:39,0:33:56,8:48:22,1952,0,50
